DATE_TIME_HEURE,SAMPLE_ID_ÉCHANTILLON,SITE_NO,ALKALINITY PHENOLPHTHALEIN CACO3,ALKALINITY TOTAL CACO3,ALUMINUM DISSOLVED,ALUMINUM EXTRACTABLE,ALUMINUM TOTAL,AMMONIA DISSOLVED,AMMONIA UN-IONIZED (CALCD.),ANTIMONY DISSOLVED,ANTIMONY EXTRACTABLE,ANTIMONY TOTAL,ARSENIC DISSOLVED,ARSENIC EXTRACTABLE,ARSENIC TOTAL,BARIUM DISSOLVED,BARIUM EXTRACTABLE,BARIUM TOTAL,BERYLLIUM DISSOLVED,BERYLLIUM EXTRACTABLE,BERYLLIUM TOTAL,BICARBONATE (CALCD.),BISMUTH DISSOLVED,BISMUTH EXTRACTABLE,BISMUTH TOTAL,BORON DISSOLVED,BORON EXTRACTABLE,BORON TOTAL,BROMIDE,CADMIUM DISSOLVED,CADMIUM EXTRACTABLE,CADMIUM TOTAL,CALCIUM DISSOLVED,CALCIUM EXTRACTABLE/UNFILTERED,CALCIUM TOTAL,CARBON DIOXIDE FREE (CALCD.),CARBON DISSOLVED INORGANIC,CARBON DISSOLVED ORGANIC,CARBON PARTICULATE ORGANIC,CARBON TOTAL ORGANIC (CALCD.),CARBONATE (CALCD.),CERIUM DISSOLVED,CERIUM EXTRACTABLE,CERIUM TOTAL,CESIUM DISSOLVED,CESIUM EXTRACTABLE,CESIUM TOTAL,CHLORIDE,CHLORIDE DISSOLVED,CHROMIUM DISSOLVED,CHROMIUM EXTRACTABLE,CHROMIUM TOTAL,COBALT DISSOLVED,COBALT EXTRACTABLE,COBALT TOTAL,COLIFORMS TOTAL,COLOUR TRUE,CONDUCTANCE (FIELD),COPPER DISSOLVED,COPPER EXTRACTABLE,COPPER TOTAL,DISSOLVED NITRITE/NITRATE,DISSOLVED NITROGEN NITRATE,ESCHERICHIA COLI,EUROPIUM DISSOLVED,EUROPIUM TOTAL,FECAL COLIFORMS,FECAL STREPTOCOCCI,FLUORIDE DISSOLVED,GADOLINIUM DISSOLVED,GADOLINIUM TOTAL RECOVERABLE,GALLIUM DISSOLVED,GALLIUM EXTRACTABLE,GALLIUM TOTAL,GERMANIUM DISSOLVED,GERMANIUM TOTAL,HAFNIUM DISSOLVED,HAFNIUM TOTAL,HARDNESS NON-CARBONATED (CALCD.),HARDNESS TOTAL,HARDNESS TOTAL (CALCD.) CACO3,HOLMIUM DISSOLVED,HOLMIUM TOTAL,HYDROXIDE (CALCD.),INDIUM DISSOLVED,INDIUM TOTAL,IRIDIUM DISSOLVED,IRIDIUM TOTAL,IRON DISSOLVED,IRON EXTRACTABLE,IRON TOTAL,LANTHANUM DISSOLVED,LANTHANUM EXTRACTABLE,LANTHANUM TOTAL,LEAD DISSOLVED,LEAD EXTRACTABLE,LEAD TOTAL,LITHIUM DISSOLVED,LITHIUM EXTRACTABLE,LITHIUM TOTAL,LUTETIUM DISSOLVED,LUTETIUM TOTAL,MAGNESIUM DISSOLVED,MAGNESIUM EXTRACTABLE/UNFILTERED,MAGNESIUM TOTAL,MANGANESE DISSOLVED,MANGANESE EXTRACTABLE,MANGANESE TOTAL,MOLYBDENUM DISSOLVED,MOLYBDENUM EXTRACTABLE,MOLYBDENUM TOTAL,NEODYMIUM DISSOLVED,NEODYMIUM TOTAL,NICKEL DISSOLVED,NICKEL EXTRACTABLE,NICKEL TOTAL,NIOBIUM DISSOLVED,NIOBIUM EXTRACTABLE,NIOBIUM TOTAL,NITRATE AND NITRITE (AS N),NITROGEN KJELDAHL DISSOLVED,NITROGEN KJELDAHL TOTAL,NITROGEN NITRITE,NITROGEN PARTICULATE,NITROGEN TOTAL,NITROGEN TOTAL (CALCD.),NITROGEN TOTAL DISSOLVED,ORTHOPHOSPHORUS DISSOLVED,OXYGEN DISSOLVED,PALLADIUM DISSOLVED,PALLADIUM TOTAL,PH,PH (FIELD),PHOSPHORUS PARTICULATE (CALCD.),PHOSPHORUS SOLUBLE REACTIVE,PHOSPHORUS TOTAL,PHOSPHORUS TOTAL DISSOLVED,PLATINUM DISSOLVED,PLATINUM EXTRACTABLE,PLATINUM TOTAL,POTASSIUM DISSOLVED/FILTERED,POTASSIUM EXTRACTABLE,POTASSIUM FILTERED,POTASSIUM TOTAL,PRASEODYMIUM DISSOLVED,PRASEODYMIUM TOTAL,RESIDUE FIXED NONFILTERABLE,RESIDUE NONFILTERABLE,RESIDUE VOLATILE FILTERABLE,RUBIDIUM DISSOLVED,RUBIDIUM EXTRACTABLE,RUBIDIUM TOTAL,RUTHENIUM DISSOLVED,RUTHENIUM TOTAL,SAMARIUM DISSOLVED,SAMARIUM TOTAL,SATURATION INDEX (CALCD.),SCANDIUM DISSOLVED,SCANDIUM TOTAL,SELENIUM DISSOLVED,SELENIUM EXTRACTABLE,SELENIUM TOTAL,SILICA SOLUBLE REACTIVE,SILICON DISSOLVED,SILICON EXTRACTABLE,SILVER DISSOLVED,SILVER EXTRACTABLE,SILVER TOTAL,SIO2,SODIUM ADSORPTION RATIO (CALCD.),SODIUM DISSOLVED/FILTERED,SODIUM EXTRACTABLE,SODIUM FILTERED,SODIUM PERCENTAGE (CALCD.),SODIUM TOTAL,SPECIFIC CONDUCTANCE,STABILITY INDEX (CALCD.),STRONTIUM DISSOLVED,STRONTIUM EXTRACTABLE,STRONTIUM TOTAL,SULPHATE,SULPHATE DISSOLVED,SULPHUR DISSOLVED,SULPHUR TOTAL,TELLURIUM DISSOLVED,TELLURIUM TOTAL,TEMPERATURE (AIR),TEMPERATURE (WATER),TEMPERATURE WATER (FIELD),TERBIUM DISSOLVED,TERBIUM TOTAL,THALLIUM DISSOLVED,THALLIUM EXTRACTABLE,THALLIUM TOTAL,TIN DISSOLVED,TIN EXTRACTABLE,TIN TOTAL,TITANIUM DISSOLVED,TITANIUM TOTAL,TOTAL DISSOLVED SOLIDS (FILTERABLE RESIDUE),TOTAL DISSOLVED SOLIDS (FILTERABLE RESIDUE) (CALCD.),TOTAL NITRATE,TOTAL SUSPENDED SOLIDS (NON-FILTERABLE RESIDUE),TUNGSTEN DISSOLVED,TUNGSTEN EXTRACTABLE,TUNGSTEN TOTAL,TURBIDITY,TURBIDITY (FIELD),URANIUM DISSOLVED,URANIUM EXTRACTABLE,URANIUM TOTAL,VANADIUM DISSOLVED,VANADIUM EXTRACTABLE,VANADIUM TOTAL,YTTERBIUM DISSOLVED,YTTERBIUM TOTAL,YTTRIUM DISSOLVED,YTTRIUM EXTRACTABLE,YTTRIUM TOTAL,ZINC DISSOLVED,ZINC EXTRACTABLE,ZINC TOTAL,ZIRCONIUM DISSOLVED,ZIRCONIUM TOTAL
2007-02-21 11:05:00,07PY000156,BC07FD0005,,,,57.2,46.1,,,,0.051,0.053,,0.19,0.2,,34.0,34.1,,0.002,0.003,,,0.001,0.001,,2.3,2.2,,,0.016,0.019,31.3,,,,,1.6,,,,,0.104,0.071,,0.006,0.008,,,,0.167,0.163,,0.05,0.059,,5.0,,,0.63,0.67,,,1.0,,,1.0,,,,,,0.013,0.012,,,,,,,106.0,,,,,,,,,66.0,89.3,,0.057,0.039,,0.058,0.071,,1.3,1.3,,,6.63,,,,2.81,2.96,,0.801,0.803,,,,0.77,0.78,,0.001,0.001,,,,,,,,0.12,,14.0,,,8.0,,,,,0.003,,0.001,0.001,,,,,,,,,,,0.36,0.37,,,,,,,,,0.22,0.22,,,,,0.001,0.001,,,,,,,,194.0,,,114.0,115.0,,,,,,,-16.2,-0.5,,,,,0.004,0.004,,0.016,0.028,,,,,,,,0.001,0.001,1.5,,,0.475,0.488,,0.315,0.361,,,,0.06,0.073,,0.74,0.91,,
2007-02-27 11:30:00,07PY000190,BC07FD0005,,,,39.8,40.6,,,,0.048,0.052,,0.16,0.18,,32.6,32.4,,0.001,0.001,,,0.001,0.001,,2.0,1.9,,,0.015,0.017,29.6,,,,,3.2,,,,,0.063,0.067,,0.005,0.006,,,,0.158,0.15,,0.048,0.052,,5.0,,,0.62,0.67,,,8.0,,,13.0,,,,,,0.011,0.01,,,,,,,99.3,,,,,,,,,67.8,68.2,,0.034,0.036,,0.04,0.058,,1.2,1.3,,,6.16,,,,2.67,2.65,,0.788,0.799,,,,0.65,0.67,,0.001,0.001,,,,,,,,0.14,,16.0,,,8.0,,,,,0.004,,0.001,0.001,,,,,,,,,,,0.36,0.37,,,,,,,,,0.23,0.22,,,,,0.001,0.001,,,,,,,,189.0,,,110.0,110.0,,,,,,,-10.9,-1.0,,,,,0.045,0.035,,0.005,0.005,,,,,,,,0.001,0.001,0.4,,,0.482,0.484,,0.336,0.341,,,,0.058,0.06,,0.51,0.61,,
2007-02-27 12:45:00,2006PN140116,AL07AA0015,,175.0,0.7,,7.4,0.019,0.0,0.013,,0.017,0.01,,0.03,61.2,,63.5,0.001,,0.001,213.325,0.001,,0.001,3.0,,3.0,,0.015,,0.011,52.5,,,2.597,,0.556,,,0.0,,,,,,,,0.38,0.064,,0.08,0.01,,0.015,75.0,,,0.18,,0.26,0.119,,10.0,,,31.0,10.0,0.08,,,0.005,,0.007,,,,,17.436,,192.436,,,0.0,,,,,0.5,,16.7,0.002,,0.01,0.013,,0.034,2.1,,2.2,,,14.9,,,0.17,,0.61,0.074,,0.073,,,0.05,,0.02,,,,,,,,,,,0.165,,12.1,,,8.11,8.1,0.004,,0.002,0.002,,,,,,0.99,,,,,1.9,,0.35,,0.36,,,,,-0.123,,,0.05,,0.07,,,,0.005,,0.003,8.72,,,,1.29,1.429,,365.0,8.356,244.0,,251.0,,26.8,,,,,,,0.1,,,0.001,,0.001,,,,,,,211.187,,,,,,,0.35,0.494,,0.512,0.027,,0.025,,,,,,1.07,,0.72,,
2007-02-27 14:10:00,2006PN140118,AL07AA0023,,98.4,2.4,,12.5,0.007,,0.012,,0.027,0.03,,0.05,49.0,,55.3,0.001,,0.002,119.95,0.001,,0.001,5.4,,5.9,,0.013,,0.007,32.7,,,1.299,,0.292,,,0.0,,,,,,,,1.03,0.12,,0.361,0.011,,0.021,,,,0.14,,0.28,0.115,,,,,,,0.09,,,0.005,,0.007,,,,,30.597,,128.997,,,0.0,,,,,6.7,,31.7,0.003,,0.009,0.024,,7.08,3.3,,3.7,,,11.5,,,1.81,,2.48,0.239,,0.27,,,0.11,,0.17,,,,,,,,,,,0.155,,,,,8.16,,0.004,,0.002,0.002,,,,,,0.5,,,,,2.0,,0.18,,0.21,,,,,,,,0.1,,0.11,,,,0.001,,0.001,3.84,,,,1.98,3.218,,255.0,,267.0,,299.0,,34.0,,,,,,,,,,0.001,,0.001,,,,,,,145.189,,,,,,1.42,,0.498,,0.549,0.024,,0.027,,,,,,1.58,,1.04,,
2007-02-27 14:20:00,2006PN140119,AL07AA0023,,97.6,2.5,,11.1,0.007,,0.02,,0.041,0.04,,0.05,48.4,,55.4,0.001,,0.002,118.974,0.001,,0.001,5.3,,5.8,,0.012,,0.005,32.5,,,1.288,,0.32,,,0.0,,,,,,,,1.03,0.11,,0.104,0.009,,0.02,,,,0.21,,0.4,0.116,,,,,,,0.09,,,0.006,,0.014,,,,,30.075,,127.675,,,0.0,,,,,6.3,,27.7,0.003,,0.009,0.035,,0.024,3.2,,3.6,,,11.3,,,1.76,,2.3,0.238,,0.271,,,0.15,,0.08,,,,,,,,,,,0.16,,,,,8.16,,0.004,,0.002,0.002,,,,,,0.46,,,,,1.7,,0.18,,0.22,,,,,,,,0.07,,0.05,,,,0.001,,0.003,3.8,,,,1.9,3.124,,253.0,,261.0,,298.0,,33.9,,,,,,,,,,0.001,,0.001,,,,,,,144.054,,,,,,1.56,,0.487,,0.554,0.021,,0.033,,,,,,1.89,,0.46,,
2007-02-27 14:30:00,2006PN140120,AL07AA0023,,99.3,2.0,,11.4,0.007,,0.018,,0.038,0.04,,0.05,51.6,,54.9,0.001,,0.001,121.047,0.001,,0.001,5.4,,5.7,,0.007,,0.003,32.8,,,1.251,,0.321,,,0.0,,,,,,,,1.02,0.063,,0.08,0.009,,0.019,,,,0.13,,0.38,0.115,,,,,,,0.09,,,0.008,,0.014,,,,,29.124,,128.424,,,0.0,,,,,6.1,,28.5,0.003,,0.008,0.01,,0.02,3.3,,3.6,,,11.3,,,1.77,,2.31,0.252,,0.266,,,0.08,,0.07,,,,,,,,,,,0.147,,,,,8.18,,0.004,,0.002,0.003,,,,,,0.46,,,,,2.0,,0.19,,0.21,,,,,,,,0.05,,0.14,,,,0.004,,0.003,3.81,,,,1.9,3.106,,253.0,,279.0,,296.0,,34.1,,,,,,,,,,0.001,,0.001,,,,,,,145.569,,,,,,1.25,,0.516,,0.555,0.029,,0.039,,,,,,0.97,,0.49,,
2007-03-11 16:00:00,07PY000304,BC07FD0005,,,,115.0,124.0,,,,0.054,0.061,,0.28,0.26,,55.1,46.9,,0.009,0.01,,,0.001,0.002,,2.8,2.8,,,0.022,0.026,30.2,,,,,1.8,,,,,0.251,0.223,,0.028,0.03,,,,0.281,0.293,,0.142,0.142,,5.0,,,1.03,1.04,,,2.0,,,14.0,,,,,,0.031,0.038,,,,,,,102.0,,,,,,,,,305.0,314.0,,0.111,0.102,,0.169,0.186,,1.4,1.5,,,6.42,,,,7.14,8.34,,0.711,0.706,,,,0.98,1.0,,0.006,0.005,,,,,,,,0.11,,7.5,,,8.1,,,,,0.004,,0.001,0.001,,,,,,,,,,,0.53,0.56,,,,,,,,,0.22,0.22,,,,,0.002,0.002,,,,,,,,180.0,,,112.0,113.0,,,,,,,-6.6,-0.5,,,,,0.005,0.006,,0.005,0.008,,,,,,,,0.005,0.003,1.2,,,0.486,0.484,,0.598,0.602,,,,0.229,0.222,,1.7,1.92,,
2007-03-27 09:30:00,07PY000264,BC07FD0005,,,,144.0,171.0,,,,0.056,0.063,,0.28,0.3,,40.5,40.6,,0.011,0.015,,,0.002,0.003,,3.1,3.2,,,0.027,0.028,31.7,,,,,1.9,,,,,0.276,0.28,,0.036,0.045,,,,0.323,0.329,,0.181,0.184,,5.0,,,1.22,1.24,,,1.0,,,3.0,,,,,,0.046,0.058,,,,,,,106.0,,,,,,,,,321.0,369.0,,0.129,0.126,,0.208,0.229,,1.7,1.7,,,6.66,,,,8.13,8.03,,0.73,0.761,,,,1.2,1.23,,0.004,0.006,,,,,,,,0.12,,14.0,,,8.1,,,,,0.009,,0.001,0.003,,,,,,,,,,,0.6,0.72,,,,,,,,,0.24,0.31,,,,,0.007,0.005,,,,,,,,187.0,,,114.0,116.0,,,,,,,-1.3,1.0,,,,,0.007,0.008,,0.025,0.03,,,,,,,,0.002,0.002,4.4,,,0.496,0.502,,0.66,0.737,,,,0.241,0.238,,2.1,2.33,,
2007-04-10 14:40:00,07PY000369,BC07FD0005,,,,122.0,127.0,,,,0.061,0.067,,0.28,0.26,,38.9,39.5,,0.001,0.001,,,0.002,0.003,,2.9,3.0,,,0.023,0.023,28.2,,,,,2.2,,,,,0.206,0.209,,0.04,0.041,,,,0.303,0.334,,0.145,0.143,,5.0,,,1.14,1.16,,,2.0,,,3.0,,,,,,0.046,0.05,,,,,,,96.8,,,,,,,,,280.0,316.0,,0.091,0.093,,0.186,0.471,,1.6,1.6,,,6.43,,,,5.76,5.8,,0.784,0.796,,,,1.08,1.11,,0.005,0.007,,,,,,,,0.17,,14.0,,,8.0,,,,,0.002,,0.001,0.001,,,,,,,,,,,0.61,0.63,,,,,,,,,0.16,0.18,,,,,0.008,0.01,,,,,,,,188.0,,,112.0,114.0,,,,,,,12.0,4.7,,,,,0.006,0.007,,0.007,0.013,,,,,,,,0.004,0.004,5.1,,,0.501,0.514,,0.558,0.582,,,,0.185,0.191,,2.03,2.11,,
2007-04-23 10:26:00,07PY000401,BC07FD0005,,,,3510.0,3650.0,,,,0.247,0.231,,2.23,2.55,,276.0,293.0,,0.265,0.269,,,0.037,0.036,,8.5,8.2,,,0.323,0.333,30.1,,,,,4.0,,,,,7.97,7.61,,0.502,0.539,,,,7.01,6.87,,4.48,4.6,,50.0,,,10.7,10.8,,,13.0,,,14.0,,,,,,1.33,1.27,,,,,,,104.0,,,,,,,,,8710.0,8920.0,,3.87,3.63,,5.17,5.18,,7.7,7.6,,,6.94,,,,170.0,176.0,,0.521,0.517,,,,14.9,14.9,,0.064,0.07,,,,,,,,0.47,,12.0,,,8.0,,,,,0.094,,0.001,0.001,,,,,,,,,,,6.39,6.63,,,,,,,,,0.33,0.34,,,,,0.101,0.11,,,,,,,,204.0,,,140.0,141.0,,,,,,,11.0,5.2,,,,,0.101,0.097,,0.005,0.005,,,,,,,,0.003,0.001,171.0,,,1.29,1.06,,11.0,11.5,,,,5.89,5.64,,41.6,42.1,,
2007-05-06 17:30:00,07PY000503,BC07FD0005,,,,19500.0,21000.0,,,,0.548,0.627,,10.3,11.3,,1700.0,1900.0,,1.31,1.39,,,0.078,0.101,,19.1,20.9,,,2.24,2.3,29.9,,,,,12.4,,,,,44.3,49.6,,1.63,2.03,,,,37.1,40.4,,26.3,28.2,,300.0,,,54.8,56.9,,,53.0,,,53.0,,,,,,6.8,7.49,,,,,,,101.0,,,,,,,,,55900.0,58900.0,,17.5,20.0,,28.7,30.7,,31.5,32.5,,,6.5,,,,951.0,1000.0,,0.542,0.717,,,,79.2,83.3,,0.158,0.392,,,,,,,,0.67,,8.0,,,8.1,,,,,0.241,,0.001,0.001,,,,,,,,,,,28.9,33.5,,,,,,,,,0.85,0.87,,,,,0.566,0.613,,,,,,,,199.0,,,229.0,243.0,,,,,,,19.0,7.9,,,,,0.45,0.478,,0.029,0.033,,,,,,,,0.008,0.024,1850.0,,,3.29,3.54,,68.7,77.0,,,,31.9,34.1,,256.0,260.0,,
2007-05-15 15:00:00,2007PN140031,AL07AA0015,,87.9,17.6,,99.8,0.005,0.0,0.016,,0.018,0.03,,0.09,55.1,,60.3,0.002,,0.01,107.15,0.001,,0.002,2.3,,2.5,,0.004,,0.002,26.7,,,1.366,,2.33,0.613,2.943,0.0,,,,,,,,0.36,0.064,,0.16,0.029,,0.102,10.0,,174.0,0.39,,0.51,0.082,,10.0,,,12.0,10.0,0.07,,,0.011,,0.031,,,,,15.123,,103.023,,,0.0,,,,,16.6,,176.0,0.011,,0.086,0.035,,0.129,1.2,,1.4,,,8.83,,,1.4,,6.68,0.117,,0.114,,,0.11,,0.21,,,,,,,,0.018,,0.158,0.14,,12.83,,,8.09,8.16,0.01,,0.012,0.002,,,,,,0.4,,,,,15.9,,0.17,,0.27,,,,,-0.384,,,0.07,,0.06,,,,0.011,,0.009,4.53,0.04,,,0.96,1.979,,198.0,8.858,230.0,,250.0,,16.4,,,,,,,9.3,,,0.002,,0.003,,,,,,,111.353,,,,,,7.24,9.75,0.351,,0.386,0.04,,0.102,,,,,,0.39,,0.53,,
2007-05-15 17:30:00,2007PN140032,AL07AA0023,,89.3,14.9,,155.0,0.008,0.0,0.013,,0.013,0.06,,0.11,37.5,,41.0,0.003,,0.012,108.857,0.001,,0.002,3.8,,3.7,,0.006,,0.002,27.9,,,1.356,,2.9,0.364,3.264,0.0,,,,,,,,0.44,0.077,,0.223,0.038,,0.144,10.0,,203.0,0.3,,0.46,0.07,,10.0,,,10.0,10.0,0.07,,,0.003,,0.037,,,,,17.584,,106.884,,,0.0,,,,,19.1,,282.0,0.011,,0.101,0.128,,0.184,2.1,,2.6,,,9.04,,,2.38,,9.37,0.145,,0.149,,,0.22,,0.54,,,,,,,,0.021,,0.169,0.148,,13.84,,,8.1,8.2,0.014,,0.017,0.003,,,,,,0.46,,,,,11.2,,0.2,,0.33,,,,,-0.333,,,0.05,,0.06,,,,0.001,,0.001,3.76,0.05,,,1.24,2.45,,204.0,8.767,227.0,,238.0,,19.7,,,,,,,9.8,,,0.001,,0.001,,,,,,,116.5,,,,,,6.46,8.14,0.36,,0.402,0.04,,0.152,,,,,,0.79,,0.71,,
2007-05-22 09:00:00,07PY000549,BC07FD0005,,,,1260.0,1620.0,,,,0.131,0.142,,1.12,1.27,,134.0,129.0,,0.1,0.114,,,0.017,0.018,,6.2,6.8,,,0.158,0.148,31.8,,,,,6.0,,,,,2.38,2.62,,0.222,0.332,,,,2.26,2.53,,1.47,1.6,,40.0,,,3.9,4.08,,,1.0,,,7.0,,,,,,0.371,0.44,,,,,,,109.0,,,,,,,,,3200.0,3560.0,,1.01,1.1,,1.84,1.95,,4.8,5.1,,,7.25,,,,58.8,66.6,,0.452,0.521,,,,5.49,5.85,,0.024,0.038,,,,,,,,0.27,,11.0,,,7.9,,,,,0.066,,0.001,0.001,,,,,,,,,,,2.54,3.35,,,,,,,,,0.36,0.39,,,,,0.045,0.041,,,,,,,,209.0,,,125.0,126.0,,,,,,,11.0,7.5,,,,,0.035,0.042,,0.008,0.005,,,,,,,,0.001,0.001,55.6,,,0.553,0.563,,4.5,5.11,,,,2.18,2.27,,15.4,16.4,,
2007-06-04 17:45:00,07PY000598,BC07FD0005,,,,6980.0,8120.0,,,,0.337,0.382,,4.23,5.14,,499.0,626.0,,0.467,0.531,,,0.049,0.068,,10.1,10.9,,,0.883,0.98,31.2,,,,,4.9,,,,,13.0,16.3,,0.592,0.78,,,,12.1,14.1,,7.98,9.44,,50.0,,,16.4,19.2,,,140.0,,,150.0,,,,,,1.8,2.1,,,,,,,105.0,,,,,,,,,21400.0,22800.0,,5.41,6.98,,9.8,13.9,,14.4,16.2,,,6.65,,,,365.0,421.0,,0.391,0.541,,,,26.1,30.4,,0.069,0.069,,,,,,,,0.44,,10.0,,,8.0,,,,,0.322,,0.001,0.001,,,,,,,,,,,9.07,11.1,,,,,,,,,0.57,0.58,,,,,0.197,0.226,,,,,,,,187.0,,,180.0,193.0,,,,,,,31.0,12.0,,,,,0.158,0.189,,0.005,0.005,,,,,,,,0.009,0.008,418.0,,,1.33,1.43,,25.2,29.8,,,,12.3,14.2,,85.7,96.5,,
2007-06-19 11:30:00,07PY000656,BC07FD0005,,,,,2550.0,,,,,0.217,,,2.23,,,243.0,,,0.191,,,,0.028,,,6.1,,,,0.366,32.2,,,,,3.4,,,,,,4.67,,,0.444,,,,,4.47,,,2.98,,20.0,,,,7.0,,,60.0,,,62.0,,,,,,,0.662,,,,,,,110.0,,,,,,,,,,6710.0,,,2.03,,,3.76,,,6.4,,,7.1,,,,,129.0,,,0.588,,,,,10.5,,,0.031,,,,,,,,0.2,,10.0,,,8.2,,,,,0.028,,,0.001,,,,,,,,,,,,5.15,,,,,,,,,,0.51,,,,,,0.086,,,,,,,,200.0,,,,143.0,,,,,,,15.0,11.0,,,,,,0.081,,,0.005,,,,,,,,,0.001,92.0,,,,0.75,,,10.3,,,,,4.87,,,33.9,,
2007-07-04 09:45:00,07PY000706,BC07FD0005,,,,,3220.0,,,,,0.239,,,2.94,,,340.0,,,0.25,,,,0.034,,,7.1,,,,0.358,29.2,,,,,5.6,,,,,,7.63,,,0.535,,,,,5.83,,,4.4,,40.0,,,,9.3,,,42.0,,,44.0,,,,,,,1.09,,,,,,,99.8,,,,,,,,,,9310.0,,,3.08,,,4.82,,,6.9,,,6.51,,,,,174.0,,,0.513,,,,,14.1,,,0.051,,,,,,,,0.24,,9.0,,,8.1,,,,,0.057,,,0.001,,,,,,,,,,,,6.35,,,,,,,,,,0.46,,,,,,0.106,,,,,,,,180.0,,,,137.0,,,,,,,21.0,15.0,,,,,,0.089,,,0.015,,,,,,,,,0.001,140.0,,,,0.929,,,11.7,,,,,5.77,,,44.4,,
2007-07-18 10:00:00,07PY000736,BC07FD0005,,,,,147.0,,,,,0.072,,,0.3,,,46.0,,,0.012,,,,0.003,,,3.4,,,,0.03,30.6,,,,,2.8,,,,,,0.247,,,0.043,,,,,0.306,,,0.153,,10.0,,,,0.96,,,36.0,,,36.0,,,,,,,0.042,,,,,,,104.0,,,,,,,,,,313.0,,,0.114,,,0.192,,,2.1,,,6.66,,,,,7.53,,,0.912,,,,,1.12,,,0.005,,,,,,,,0.13,,10.0,,,8.1,,,,,0.006,,,0.001,,,,,,,,,,,,0.61,,,,,,,,,,0.3,,,,,,0.005,,,,,,,,190.0,,,,111.0,,,,,,,25.0,15.0,,,,,,0.007,,,0.007,,,,,,,,,0.001,16.1,,,,0.413,,,0.723,,,,,0.223,,,1.78,,
2007-07-31 19:35:00,07PY000782,BC07FD0005,,,,,180.0,,,,,0.075,,,0.34,,,49.7,,,0.015,,,,0.004,,,3.9,,,,0.037,30.9,,,,,2.8,,,,,,0.336,,,0.053,,,,,0.366,,,0.196,,10.0,,,,1.26,,,1.0,,,1.0,,,,,,,0.057,,,,,,,104.0,,,,,,,,,,448.0,,,0.151,,,1.01,,,1.9,,,6.54,,,,,9.51,,,0.814,,,,,1.3,,,0.007,,,,,,,,0.12,,8.0,,,8.2,,,,,0.008,,,0.002,,,,,,,,,,,,0.73,,,,,,,,,,0.33,,,,,,0.008,,,,,,,,190.0,,,,110.0,,,,,,,21.0,14.0,,,,,,0.01,,,0.005,,,,,,,,,0.001,4.3,,,,0.443,,,0.832,,,,,0.327,,,2.76,,
2007-08-14 15:00:00,07PY000968,BC07FD0005,,,,,1300.0,,,,,0.11,,,1.02,,,136.0,,,0.115,,,,0.019,,,6.2,,,,0.122,30.5,,,,,2.9,,,,,,2.13,,,0.295,,,,,2.34,,,1.81,,20.0,,,,4.41,,,67.0,,,67.0,,,,,,,0.369,,,,,,,104.0,,,,,,,,,,3110.0,,,0.826,,,2.26,,,4.9,,,6.72,,,,,55.2,,,0.431,,,,,6.19,,,0.016,,,,,,,,0.23,,10.0,,,8.1,,,,,0.052,,,0.001,,,,,,,,,,,,3.55,,,,,,,,,,0.36,,,,,,0.045,,,,,,,,200.0,,,,125.0,,,,,,,23.0,13.0,,,,,,0.04,,,0.005,,,,,,,,,0.001,85.3,,,,0.6,,,3.87,,,,,2.38,,,17.9,,
2007-08-22 14:30:00,2007PN140085,AL07AA0015,,68.5,16.0,,243.0,0.005,0.0,0.015,,0.015,0.04,,0.09,30.4,,35.3,0.001,,0.015,83.502,0.001,,0.001,1.3,,1.4,,0.008,,0.001,22.9,,,2.042,,0.281,0.517,0.798,0.0,,,,,,,,0.1,0.103,,0.333,0.02,,0.179,10.0,,163.0,0.29,,0.51,0.053,,10.0,,,10.0,10.0,0.07,,,0.006,,0.062,,,,,15.606,,84.106,,,0.0,,,,,8.2,,360.0,0.006,,0.174,0.044,,0.232,0.9,,1.3,,,6.54,,,0.9,,7.87,0.123,,0.109,,,0.28,,0.47,,,,,,,,0.01,,0.104,0.094,,11.05,,,7.81,8.23,0.008,,0.009,0.002,,,,,,0.26,,,,,21.6,,0.11,,0.36,,,,,-0.354,,,0.05,,0.05,,,,0.001,,0.001,2.26,0.03,,,0.54,1.373,,164.0,8.518,179.0,,190.0,,15.6,,,,,,,10.2,,,0.001,,0.002,,,,,,,89.605,,,,,,23.2,27.7,0.265,,0.286,0.041,,0.198,,,,,,1.0,,1.07,,
