DATE_TIME_HEURE,SAMPLE_ID_ÉCHANTILLON,SITE_NO,ALKALINITY PHENOLPHTHALEIN CACO3,ALKALINITY TOTAL CACO3,ALUMINUM DISSOLVED,ALUMINUM EXTRACTABLE,ALUMINUM TOTAL,AMMONIA DISSOLVED,AMMONIA UN-IONIZED (CALCD.),ANTIMONY DISSOLVED,ANTIMONY EXTRACTABLE,ANTIMONY TOTAL,ARSENIC DISSOLVED,ARSENIC EXTRACTABLE,ARSENIC TOTAL,BARIUM DISSOLVED,BARIUM EXTRACTABLE,BARIUM TOTAL,BERYLLIUM DISSOLVED,BERYLLIUM EXTRACTABLE,BERYLLIUM TOTAL,BICARBONATE (CALCD.),BISMUTH DISSOLVED,BISMUTH EXTRACTABLE,BISMUTH TOTAL,BORON DISSOLVED,BORON EXTRACTABLE,BORON TOTAL,BROMIDE,CADMIUM DISSOLVED,CADMIUM EXTRACTABLE,CADMIUM TOTAL,CALCIUM DISSOLVED,CALCIUM EXTRACTABLE/UNFILTERED,CALCIUM TOTAL,CARBON DIOXIDE FREE (CALCD.),CARBON DISSOLVED INORGANIC,CARBON DISSOLVED ORGANIC,CARBON PARTICULATE ORGANIC,CARBON TOTAL ORGANIC (CALCD.),CARBONATE (CALCD.),CERIUM DISSOLVED,CERIUM EXTRACTABLE,CERIUM TOTAL,CESIUM DISSOLVED,CESIUM EXTRACTABLE,CESIUM TOTAL,CHLORIDE,CHLORIDE DISSOLVED,CHROMIUM DISSOLVED,CHROMIUM EXTRACTABLE,CHROMIUM TOTAL,COBALT DISSOLVED,COBALT EXTRACTABLE,COBALT TOTAL,COLIFORMS TOTAL,COLOUR TRUE,CONDUCTANCE (FIELD),COPPER DISSOLVED,COPPER EXTRACTABLE,COPPER TOTAL,DISSOLVED NITRITE/NITRATE,DISSOLVED NITROGEN NITRATE,ESCHERICHIA COLI,EUROPIUM DISSOLVED,EUROPIUM TOTAL,FECAL COLIFORMS,FECAL STREPTOCOCCI,FLUORIDE DISSOLVED,GADOLINIUM DISSOLVED,GADOLINIUM TOTAL RECOVERABLE,GALLIUM DISSOLVED,GALLIUM EXTRACTABLE,GALLIUM TOTAL,GERMANIUM DISSOLVED,GERMANIUM TOTAL,HAFNIUM DISSOLVED,HAFNIUM TOTAL,HARDNESS NON-CARBONATED (CALCD.),HARDNESS TOTAL,HARDNESS TOTAL (CALCD.) CACO3,HOLMIUM DISSOLVED,HOLMIUM TOTAL,HYDROXIDE (CALCD.),INDIUM DISSOLVED,INDIUM TOTAL,IRIDIUM DISSOLVED,IRIDIUM TOTAL,IRON DISSOLVED,IRON EXTRACTABLE,IRON TOTAL,LANTHANUM DISSOLVED,LANTHANUM EXTRACTABLE,LANTHANUM TOTAL,LEAD DISSOLVED,LEAD EXTRACTABLE,LEAD TOTAL,LITHIUM DISSOLVED,LITHIUM EXTRACTABLE,LITHIUM TOTAL,LUTETIUM DISSOLVED,LUTETIUM TOTAL,MAGNESIUM DISSOLVED,MAGNESIUM EXTRACTABLE/UNFILTERED,MAGNESIUM TOTAL,MANGANESE DISSOLVED,MANGANESE EXTRACTABLE,MANGANESE TOTAL,MOLYBDENUM DISSOLVED,MOLYBDENUM EXTRACTABLE,MOLYBDENUM TOTAL,NEODYMIUM DISSOLVED,NEODYMIUM TOTAL,NICKEL DISSOLVED,NICKEL EXTRACTABLE,NICKEL TOTAL,NIOBIUM DISSOLVED,NIOBIUM EXTRACTABLE,NIOBIUM TOTAL,NITRATE AND NITRITE (AS N),NITROGEN KJELDAHL DISSOLVED,NITROGEN KJELDAHL TOTAL,NITROGEN NITRITE,NITROGEN PARTICULATE,NITROGEN TOTAL,NITROGEN TOTAL (CALCD.),NITROGEN TOTAL DISSOLVED,ORTHOPHOSPHORUS DISSOLVED,OXYGEN DISSOLVED,PALLADIUM DISSOLVED,PALLADIUM TOTAL,PH,PH (FIELD),PHOSPHORUS PARTICULATE (CALCD.),PHOSPHORUS SOLUBLE REACTIVE,PHOSPHORUS TOTAL,PHOSPHORUS TOTAL DISSOLVED,PLATINUM DISSOLVED,PLATINUM EXTRACTABLE,PLATINUM TOTAL,POTASSIUM DISSOLVED/FILTERED,POTASSIUM EXTRACTABLE,POTASSIUM FILTERED,POTASSIUM TOTAL,PRASEODYMIUM DISSOLVED,PRASEODYMIUM TOTAL,RESIDUE FIXED NONFILTERABLE,RESIDUE NONFILTERABLE,RESIDUE VOLATILE FILTERABLE,RUBIDIUM DISSOLVED,RUBIDIUM EXTRACTABLE,RUBIDIUM TOTAL,RUTHENIUM DISSOLVED,RUTHENIUM TOTAL,SAMARIUM DISSOLVED,SAMARIUM TOTAL,SATURATION INDEX (CALCD.),SCANDIUM DISSOLVED,SCANDIUM TOTAL,SELENIUM DISSOLVED,SELENIUM EXTRACTABLE,SELENIUM TOTAL,SILICA SOLUBLE REACTIVE,SILICON DISSOLVED,SILICON EXTRACTABLE,SILVER DISSOLVED,SILVER EXTRACTABLE,SILVER TOTAL,SIO2,SODIUM ADSORPTION RATIO (CALCD.),SODIUM DISSOLVED/FILTERED,SODIUM EXTRACTABLE,SODIUM FILTERED,SODIUM PERCENTAGE (CALCD.),SODIUM TOTAL,SPECIFIC CONDUCTANCE,STABILITY INDEX (CALCD.),STRONTIUM DISSOLVED,STRONTIUM EXTRACTABLE,STRONTIUM TOTAL,SULPHATE,SULPHATE DISSOLVED,SULPHUR DISSOLVED,SULPHUR TOTAL,TELLURIUM DISSOLVED,TELLURIUM TOTAL,TEMPERATURE (AIR),TEMPERATURE (WATER),TEMPERATURE WATER (FIELD),TERBIUM DISSOLVED,TERBIUM TOTAL,THALLIUM DISSOLVED,THALLIUM EXTRACTABLE,THALLIUM TOTAL,TIN DISSOLVED,TIN EXTRACTABLE,TIN TOTAL,TITANIUM DISSOLVED,TITANIUM TOTAL,TOTAL DISSOLVED SOLIDS (FILTERABLE RESIDUE),TOTAL DISSOLVED SOLIDS (FILTERABLE RESIDUE) (CALCD.),TOTAL NITRATE,TOTAL SUSPENDED SOLIDS (NON-FILTERABLE RESIDUE),TUNGSTEN DISSOLVED,TUNGSTEN EXTRACTABLE,TUNGSTEN TOTAL,TURBIDITY,TURBIDITY (FIELD),URANIUM DISSOLVED,URANIUM EXTRACTABLE,URANIUM TOTAL,VANADIUM DISSOLVED,VANADIUM EXTRACTABLE,VANADIUM TOTAL,YTTERBIUM DISSOLVED,YTTERBIUM TOTAL,YTTRIUM DISSOLVED,YTTRIUM EXTRACTABLE,YTTRIUM TOTAL,ZINC DISSOLVED,ZINC EXTRACTABLE,ZINC TOTAL,ZIRCONIUM DISSOLVED,ZIRCONIUM TOTAL
2000-07-10 14:45:00,2000PN090043,AL07AA0023,,58.4,0.02,,0.216,0.006,0.0,,,,0.0001,,,0.026,,0.0289,0.5,,0.05,71.19,,,,0.008,,,,0.001,,0.0001,20.9,,,0.973,,0.651,0.39,1.041,0.0,,,,,,,,0.19,0.001,,0.0002,0.001,,0.0002,2.0,5.0,154.0,0.001,,0.0005,0.06,,,,,2.0,3.0,0.04,,,,,,,,,,18.901,,77.301,,,0.0,,,,,0.011,,0.344,,,,0.002,,0.0004,0.001,,0.0016,,,6.1,,,0.001,,0.01,0.001,,0.0001,,,0.002,,0.0003,,,,,,,,0.024,,0.147,0.123,,10.29,,,8.12,8.06,0.008,,0.011,0.003,,,,,,0.3,,,,,20.5,,,,,,,,,-0.691,,,0.0001,,,,,,,,0.0001,2.29,,,,0.64,1.762,,159.0,9.441,0.148,,0.152,,17.4,,,,,,25.0,9.2,,,,,,,,,,,,83.166,,,,,,18.6,14.0,,,,0.001,,0.0002,,,,,,0.002,,0.0009,,
2000-07-18 10:21:00,00PY004132,BC07FD0005,,,,,2.21,,,,,,,,0.0001,,114.0,0.123,,0.092,0.11,,,,,,10.4,,,,0.165,0.0006,,31.6,,,24.2,2.0,,,,,,,,,,,,,2.14,0.0047,,1.5,0.0021,,30.0,,,4.53,0.0063,,,3.0,,,4.0,,,,,,0.333,,,,,,,,112.3,,,,,,,,,,4.8,,0.834,,,1.85,0.0032,,4.21,0.005,,,,8.1,,,54.9,0.0621,,,0.0013,,,,4.79,0.0069,,,,,,,,,,,0.13,,,,,8.0,,,,,0.006,,,,,0.9,,,,,,,,,2.15,,,,,,,,,,,0.0002,,,5.85,,0.013,0.0001,,,,1.9,,,,211.0,,,127.0,0.12,,,,,,,,,,,,,0.031,,,,,,,,,,,,,,130.0,,,0.619,,,3.44,0.0078,,,,,,,15.5,0.0228,,
2000-08-09 11:47:00,00PY004673,BC07FD0005,,,,,0.121,,,,,,,,0.0001,,51.6,0.0502,,0.007,0.05,,,,,,4.28,,,,0.034,0.0001,,30.6,,,21.8,2.7,,,,,,,,,,,,,0.4,0.0003,,0.154,0.0001,,12.5,,,1.02,0.0009,,,1.0,,,1.0,,,,,,0.025,,,,,,,,108.0,,,,,,,,,,0.257,,0.078,,,0.15,0.0003,,2.25,0.0021,,,,7.7,,,6.44,0.006,,,0.0008,,,,1.08,0.001,,,,,,,,,,,0.14,,,,,8.14,,,,,0.006,,,,,0.6,,,,,,,,,0.457,,,,,,,,,,,0.0002,,,2.08,,0.005,0.0001,,,,1.8,,,,195.0,,,122.0,0.11,,,,,,,12.0,2.0,,,,,0.005,,,,,,,,,,,,,,5.79,,,0.446,,,0.55,0.0007,,,,,,,1.89,0.0018,,
2000-08-22 11:05:00,2000PN090056,AL07AA0015,,69.6,0.02,,,0.005,0.0,,,,0.0001,,,0.035,,,0.5,,,84.842,,,,0.01,,,,0.001,,,22.9,,,3.223,,0.229,0.284,0.513,0.0,,,,,,,,0.2,0.001,,,0.001,,,2.0,5.0,168.0,0.001,,,0.064,,,,,2.0,2.0,0.07,,,,,,,,,,16.153,,85.753,,,0.0,,,,,0.008,,,,,,0.002,,,0.001,,,,,6.94,,,0.001,,,0.001,,,,,0.002,,,,,,,,,,0.012,,0.091,0.079,,10.6,,,8.17,7.62,0.006,,0.007,0.002,,,,,,0.25,,,,,13.1,,,,,,,,,-1.062,,,0.0001,,,,,,,,,2.47,,,,0.52,1.298,,169.0,9.744,0.196,,,,16.1,,,,,,25.0,7.9,,,,,,,,,,,,91.494,,,,,,14.5,15.0,,,,0.001,,,,,,,,0.002,,,,
2000-08-22 13:55:00,2000PN090051,AL07AA0023,,,0.02,,0.1,0.005,,,,,0.0001,,,0.034,,0.0355,0.5,,0.06,,,,,0.006,,,,0.001,,0.0001,,,,,,0.4,0.206,0.606,,,,,,,,,,0.001,,0.0002,0.001,,0.0002,2.0,5.0,,0.001,,0.0004,0.05,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,0.01,,0.163,,,,0.002,,0.0002,0.002,,0.0019,,,,,,0.001,,0.0059,0.001,,0.0002,,,0.002,,0.0003,,,,,,,,0.015,,0.104,0.089,,,,,,,0.004,,0.008,0.004,,,,,,,,,,,6.9,,,,,,,,,,,,0.0001,,,,,,,,0.0001,,,,,,,,,,0.2,,0.196,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,,,,,0.001,,0.0002,,,,,,0.002,,0.0006,,
2000-08-22 14:00:00,2000PN090052,AL07AA0023,,,0.02,,0.106,0.005,,,,,0.0001,,,0.034,,0.0359,0.5,,0.05,,,,,0.002,,,,0.001,,0.0001,,,,,,0.379,0.255,0.634,,,,,,,,,,0.001,,0.0006,0.001,,0.0001,2.0,5.0,,0.001,,0.0006,0.05,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,0.009,,0.164,,,,0.002,,0.0002,0.001,,0.0017,,,,,,0.001,,0.0056,0.001,,0.0002,,,0.002,,0.0006,,,,,,,,0.013,,0.093,0.08,,,,,,,0.004,,0.008,0.006,,,,,,,,,,,7.8,,,,,,,,,,,,0.0001,,,,,,,,0.0001,,,,,,,,,,0.195,,0.199,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,,,,,0.001,,0.0001,,,,,,0.002,,0.0009,,
2000-08-22 14:05:00,2000PN090053,AL07AA0023,,,0.02,,0.083,0.005,,,,,0.0001,,,0.034,,0.0358,0.5,,0.05,,,,,0.002,,,,0.001,,0.0001,,,,,,0.337,0.208,0.545,,,,,,,,,,0.001,,0.0002,0.001,,0.0002,2.0,5.0,,0.001,,0.0004,0.051,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,0.011,,0.142,,,,0.002,,0.0002,0.001,,0.0016,,,,,,0.001,,0.0058,0.001,,0.0002,,,0.002,,0.0002,,,,,,,,0.01,,0.094,0.084,,,,,,,0.005,,0.006,0.002,,,,,,,,,,,7.8,,,,,,,,,,,,0.0001,,,,,,,,0.0001,,,,,,,,,,0.196,,0.197,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,,,,,0.001,,0.0001,,,,,,0.002,,0.0002,,
2000-09-12 10:47:00,00PY005492,BC07FD0005,,,,,0.118,,,,,,,,0.0002,,52.8,0.0505,,0.006,0.05,,,,,,3.42,,,,0.03,0.0001,,30.5,,,22.1,3.3,,,,,,,,,,,,,0.27,0.0012,,0.114,0.0003,,13.0,,,0.96,0.001,,,1.0,,,2.0,,,,,,0.024,,,,,,,,106.8,,,,,,,,,,0.234,,0.069,,,0.135,0.0002,,2.29,0.0021,,,,7.4,,,5.64,0.0056,,,0.0009,,,,0.86,0.0014,,,,,,,,,,,0.16,,,,,8.17,,,,,0.002,,,,,0.5,,,,,,,,,0.457,,,,,,,,,,,0.0003,,,1.99,,0.005,0.0001,,,,1.9,,,,205.0,,,119.0,0.111,,,,,,,12.0,1.0,,,,,0.007,,,,,,,,,,,,,,5.48,,,0.458,,,0.48,0.0007,,,,,,,1.76,0.0015,,
2000-09-12 12:45:00,2000PN090070,AL07AA0015,,73.6,0.02,,,0.005,0.0,,,,0.0001,,,0.043,,,0.5,,,89.718,,,,0.002,,,,0.001,,,22.5,,,3.107,,0.44,0.119,0.559,0.0,,,,,,,,0.23,0.001,,,0.001,,,1.0,5.0,181.0,0.001,,,0.072,,,,,1.0,1.0,0.08,,,,,,,,,,13.584,,87.184,,,0.0,,,,,0.007,,,,,,0.002,,,0.001,,,,,7.53,,,0.001,,,0.001,,,,,0.002,,,,,,,,,,0.01,,0.12,0.11,,9.98,,,8.14,7.66,0.005,,0.006,0.002,,,,,,0.29,,,,,5.5,,,,,,,,,-1.014,,,0.0001,,,,,,,,,2.89,,,,0.65,1.59,,181.0,9.689,0.212,,,,17.7,,,,,,25.0,7.7,,,,,,,,,,,,96.349,,,,,,5.6,6.2,,,,0.001,,,,,,,,0.002,,,,
2000-09-12 14:25:00,2000PN090071,AL07AA0023,,70.3,0.02,,0.053,0.006,0.0,,,,0.0001,,,0.035,,0.0382,0.5,,0.05,85.696,,,,0.002,,,,0.001,,0.0001,23.8,,,2.3,,0.631,0.159,0.79,0.0,,,,,,,,0.51,0.001,,0.0002,0.001,,0.0001,11.0,5.0,192.0,0.001,,0.0002,0.055,,,,,2.0,2.0,0.08,,,,,,,,,,21.982,,92.282,,,0.0,,,,,0.009,,0.0736,,,,0.002,,0.0002,0.001,,0.0019,,,7.98,,,0.002,,0.0029,0.001,,0.0002,,,0.002,,0.0002,,,,,,,,0.015,,0.124,0.109,,11.0,,,8.09,7.77,0.004,,0.006,0.002,,,,,,0.36,,,,,4.1,,,,,,,,,-0.858,,,0.0001,,,,,,,,0.0001,2.75,,,,0.97,2.226,,192.0,9.485,0.194,,0.204,,23.2,,,,,,25.0,9.0,,,,,,,,,,,,102.074,,,,,,3.6,3.5,,,,0.001,,0.0001,,,,,,0.002,,0.0002,,
2000-09-18 10:21:00,00PY005605,BC07FD0005,,,,,0.385,,,,,,,,0.0001,,58.0,0.064,,0.015,0.05,,,,,,3.29,,,,0.042,0.0001,,30.2,,,22.0,3.8,,,,,,,,,,,,,0.36,0.0007,,0.252,0.0003,,13.0,,,1.19,0.0012,,,3.0,,,3.0,,,,,,0.051,,,,,,,,106.8,,,,,,,,,,0.768,,0.167,,,0.306,0.0007,,2.29,0.0026,,,,7.6,,,10.8,0.0127,,,0.0008,,,,1.19,0.0016,,,,,,,,,,,0.16,,,,,8.14,,,,,0.005,,,,,0.5,,,,,,,,,0.527,,,,,,,,,,,0.0002,,,2.11,,0.005,0.0001,,,,1.7,,,,198.0,,,106.0,0.109,,,,,,,15.0,2.0,,,,,0.009,,,,,,,,,,,,,,17.0,,,0.389,,,0.78,0.0016,,,,,,,2.86,0.004,,
2000-10-03 12:50:00,2000PN090086,AL07AA0015,,75.6,0.022,,,0.005,0.0,,,,0.0001,,,0.048,,,0.5,,,92.156,,,,0.002,,,,0.001,,,22.9,,,2.152,,0.582,0.105,0.687,0.0,,,,,,,,0.23,0.001,,,0.001,,,12.0,5.0,187.0,0.001,,,0.079,,,,,3.0,4.0,0.1,,,,,,,,,,14.641,,90.241,,,0.0,,,,,0.008,,,,,,0.002,,,0.001,,,,,8.03,,,0.001,,,0.001,,,,,0.002,,,,,,,,,,0.01,,0.129,0.119,,11.6,,,8.12,7.83,0.004,,0.005,0.002,,,,,,0.31,,,,,4.0,,,,,,,,,-0.983,,,0.0001,,,,,,,,,3.1,,,,0.7,1.653,,188.0,9.797,0.247,,,,18.9,,,,,,25.0,3.2,,,,,,,,,,,,99.98,,,,,,4.6,4.8,,,,0.001,,,,,,,,0.002,,,,
2000-10-03 14:30:00,2000PN090087,AL07AA0023,,72.2,0.02,,0.042,0.007,0.0,,,,0.0001,,,0.041,,0.0401,0.5,,0.05,88.012,,,,0.002,,,,0.001,,0.0001,24.4,,,1.384,,0.623,0.128,0.751,0.0,,,,,,,,0.42,0.001,,0.0002,0.001,,0.0001,15.0,5.0,203.0,0.001,,0.0003,0.057,,,,,2.0,2.0,0.1,,,,,,,,,,24.462,,96.662,,,0.0,,,,,0.009,,0.0691,,,,0.002,,0.0002,0.002,,0.002,,,8.68,,,0.001,,0.0029,0.001,,0.0003,,,0.002,,0.0002,,,,,,,,0.01,,0.122,0.112,,11.8,,,8.21,8.0,0.004,,0.007,0.003,,,,,,0.37,,,,,3.8,,,,,,,,,-0.734,,,0.0001,,,,,,,,0.0001,2.84,,,,1.04,2.278,,203.0,9.468,0.234,,0.218,,24.4,,,,,,25.0,5.3,,,,,,,,,,,,105.823,,,,,,2.3,2.6,,,,0.001,,0.0001,,,,,,0.002,,0.0002,,
2000-11-07 07:55:00,2000PN090100,AL07AA0015,,81.5,0.02,,,0.005,0.0,,,,0.0001,,,0.054,,,0.5,,,99.349,,,,0.002,,,,0.001,,,25.6,,,2.546,,0.336,0.148,0.484,0.0,,,,,,,,0.26,0.001,,,0.001,,,1.0,5.0,218.0,0.001,,,0.103,,,,,1.0,1.0,0.06,,,,,,,,,,18.9,,100.4,,,0.0,,,,,0.007,,,,,,0.002,,,0.003,,,,,8.86,,,0.001,,,0.001,,,,,0.002,,,,,,,,,,0.01,,0.141,0.131,,12.5,,,8.04,7.79,0.004,,0.003,0.003,,,,,,0.3,,,,,4.4,,,,,,,,,-1.063,,,0.0001,,,,,,,,,3.34,,,,0.72,1.531,,193.0,9.915,0.264,,,,20.2,,,,,,25.0,0.0,,,,,,,,,,,,108.696,,,,,,5.6,7.4,,,,0.001,,,,,,,,0.002,,,,
2000-11-07 09:45:00,2000PN090101,AL07AA0023,,88.9,0.02,,0.03,0.014,0.0,,,,0.0001,,,0.045,,0.0484,0.5,,0.05,108.369,,,,0.011,,,,0.001,,0.0001,29.6,,,2.531,,0.484,0.146,0.63,0.0,,,,,,,,0.69,0.001,,0.0002,0.001,,0.0001,33.0,5.0,236.0,0.001,,0.0003,0.093,,,,,3.0,2.0,0.07,,,,,,,,,,27.005,,115.905,,,0.0,,,,,0.012,,0.0603,,,,0.002,,0.0002,0.004,,0.0022,,,10.2,,,0.003,,0.0039,0.001,,0.0002,,,0.002,,0.0002,,,,,,,,0.02,,0.167,0.147,,12.05,,,7.91,7.83,0.004,,0.005,0.002,,,,,,0.41,,,,,3.0,,,,,,,,,-0.921,,,0.0001,,,,,,,,0.0001,3.41,,,,1.39,2.533,,228.0,9.673,0.238,,0.246,,28.7,,,,,,25.0,0.2,,,,,,,,,,,,128.222,,,,,,2.5,2.6,,,,0.001,,0.0001,,,,,,0.002,,0.0008,,
2000-11-15 12:20:00,00PY007239,BC07FD0005,,,,,0.099,,,,,,,,0.0007,,22.6,0.0396,,0.002,0.05,,,,,,2.75,,,,0.005,0.0001,,20.3,,,11.3,1.6,,,,,,,,,,,,,0.02,0.0002,,0.022,0.0001,,8.0,,,0.44,0.0006,,,1.0,,,1.0,,,,,,0.004,,,,,,,,70.3,,,,,,,,,,0.258,,0.005,,,0.005,0.0008,,1.54,0.0016,,,,4.8,,,0.14,0.0048,,,0.0005,,,,0.31,0.0009,,,,,,,,,,,0.09,,,,,7.77,,,,,0.003,,,,,0.3,,,,,,,,,0.208,,,,,,,,,,,0.0002,,,1.24,,0.005,0.0001,,,,1.1,,,,144.0,,,63.8,0.083,,,,,,,-15.0,-2.0,,,,,0.001,,,,,,,,,,,,,,27.0,,,0.231,,,0.01,0.0006,,,,,,,0.16,0.0021,,
2000-12-12 12:45:00,2000PN090109,AL07AA0015,,94.3,0.02,,,0.005,0.0,,,,0.0001,,,0.069,,,0.5,,,114.952,,,,0.002,,,,0.001,,,30.9,,,2.878,,0.328,0.056,0.384,0.0,,,,,,,,0.3,0.001,,,0.002,,,1.0,5.0,240.0,0.002,,,0.128,,,,,1.0,1.0,0.05,,,,,,,,,,27.321,,121.621,,,0.0,,,,,0.005,,,,,,0.006,,,0.005,,,,,10.8,,,0.001,,,0.002,,,,,0.002,,,,,,,,,,0.01,,0.16,0.15,,12.5,,,8.18,7.8,0.004,,0.002,0.002,,,,,,0.37,,,,,1.0,,,,,,,,,-0.911,,,0.0001,,,,,,,,,4.13,,,,0.97,1.7,,233.0,9.623,0.301,,,,25.3,,,,,,25.0,0.1,,,,,,,,,,,,129.967,,,,,,1.83,1.3,,,,0.001,,,,,,,,0.002,,,,
2000-12-12 14:00:00,2000PN090110,AL07AA0023,,106.0,0.028,,0.026,0.044,,,,,0.0001,,,0.056,,0.0572,0.5,,0.05,129.214,,,,0.002,,,,0.001,,0.0001,36.2,,,,,0.418,0.208,0.626,0.0,,,,,,,,1.08,0.001,,0.0002,,,0.0001,,5.0,288.0,0.004,,0.0006,0.133,,,,,38.0,11.0,0.06,,,,,,,,,,37.501,,143.501,,,0.0,,,,,0.012,,0.0645,,,,0.002,,0.0002,0.008,,0.003,,,12.9,,,0.002,,0.0044,0.002,,0.0002,,,0.002,,0.0002,,,,,,,,0.016,,0.237,0.221,,12.2,,,8.07,,0.004,,0.007,0.003,,,,,,0.5,,,,,4.6,,,,,,,,,-8.603,,,0.0001,,,,,,,,0.0001,3.62,,,,1.93,2.832,,279.0,17.206,0.306,,0.3,,37.6,,,,,,25.0,0.0,,,,,,,,,,,,158.079,,,,,,1.79,1.4,,,,0.001,,0.0001,,,,,,0.002,,0.0005,,
2000-12-14 11:57:00,00PY008054,BC07FD0005,,,,,0.216,,,,,,,,0.0001,,34.0,0.0431,,0.011,0.05,,,,,,1.19,,,,0.038,0.0001,,8.1,,,7.2,2.7,,,,,,,,,,,,,0.25,0.0005,,0.192,0.0003,,10.0,,,0.94,0.001,,,1.0,,,1.0,,,,,,0.024,,,,,,,,47.9,,,,,,,,,,0.505,,0.138,,,0.376,0.0005,,0.63,0.0007,,,,6.7,,,9.89,0.0131,,,0.0001,,,,0.72,0.0012,,,,,,,,,,,0.16,,,,,8.57,,,,,0.003,,,,,0.3,,,,,,,,,0.35,,,,,,,,,,,0.0001,,,1.92,,0.005,0.0001,,,,1.5,,,,78.0,,,39.3,0.0463,,,,,,,-32.0,0.3,,,,,0.004,,,,,,,,,,,,,,14.8,,,0.143,,,0.44,0.0008,,,,,,,2.83,0.0039,,
2001-01-16 11:41:00,01PY000190,BC07FD0005,,,,,0.024,,,,,,,,0.0001,,9.23,0.01,,0.002,0.05,,,,,,1.0,,,,0.005,0.0001,,6.4,,,6.2,2.9,,,,,,,,,,,,,0.02,0.0002,,0.019,0.0001,,10.0,,,0.21,0.0002,,,1.0,,,1.0,,,,,,0.009,,,,,,,,40.9,,,,,,,,,,0.0406,,0.009,,,0.008,0.0002,,0.68,0.0001,,,,6.1,,,0.337,0.0008,,,0.0001,,,,0.08,0.0002,,,,,,,,,,,0.12,,,,,,,,,,0.002,,,,,0.4,,,,,,,,,0.142,,,,,,,,,,,0.0001,,,1.87,,0.005,0.0001,,,,1.3,,,,76.0,,,33.8,0.0333,,,,,,,0.0,0.0,,,,,0.001,,,,,,,,,,,,,,16.0,,,0.074,,,0.01,0.0002,,,,,,,0.14,0.0002,,
2001-01-23 12:45:00,2000PN090129,AL07AA0015,,92.8,0.02,,,0.005,0.0,,,,0.0001,,,0.06,,,0.5,,,113.123,,,,0.002,,,,0.001,,,29.1,,,2.144,,0.319,0.059,0.378,0.0,,,,,,,,0.36,0.001,,,0.001,,,1.0,5.0,226.0,0.001,,,0.12,,,,,1.0,1.0,0.05,,,,,,,,,,21.856,,114.656,,,0.0,,,,,0.004,,,,,,0.002,,,0.001,,,,,10.2,,,0.001,,,0.001,,,,,0.002,,,,,,,,,,0.01,,0.165,0.155,,13.4,,,8.02,7.92,0.004,,0.002,0.002,,,,,,0.33,,,,,1.8,,,,,,,,,-0.826,,,0.0001,,,,,,,,,3.94,,,,0.88,1.637,,221.0,9.573,0.28,,,,23.5,,,,,,25.0,0.0,,,,,,,,,,,,124.572,,,,,,2.1,2.2,,,,0.001,,,,,,,,0.002,,,,
2001-01-23 14:00:00,2000PN090130,AL07AA0023,,100.0,0.02,,0.031,0.014,0.0,,,,0.0001,,,0.052,,0.0346,0.5,,0.05,121.9,,,,0.002,,,,0.001,,0.0001,33.5,,,1.259,,0.357,0.103,0.46,0.0,,,,,,,,1.05,0.001,,0.0002,0.001,,0.0002,20.0,5.0,262.0,0.001,,0.0002,0.126,,,,,2.0,3.0,0.06,,,,,,,,,,30.172,,130.172,,,0.0,,,,,0.01,,0.0581,,,,0.002,,0.0002,0.003,,0.0026,,,11.3,,,0.002,,0.0035,0.002,,0.0016,,,0.002,,0.0002,,,,,,,,0.011,,0.226,0.215,,12.8,,,8.01,8.18,0.005,,0.009,0.004,,,,,,0.46,,,,,2.9,,,,,,,,,-0.478,,,0.0001,,,,,,,,0.0001,3.85,,,,1.81,2.925,,258.0,9.137,0.273,,0.269,,30.6,,,,,,25.0,0.0,,,,,,,,,,,,143.188,,,,,,1.87,1.3,,,,0.001,,0.0001,,,,,,0.002,,0.0004,,
2001-02-20 12:30:00,2000PN090138,AL07AA0015,,92.2,0.02,,,0.007,0.0,,,,0.0001,,,0.066,,,0.5,,,112.392,,,,0.002,,,,0.001,,,28.2,,,1.057,,0.306,0.053,0.359,0.0,,,,,,,,0.39,0.001,,,0.001,,,1.0,5.0,230.0,0.001,,,0.118,,,,,1.0,1.0,0.06,,,,,,,,,,19.097,,111.297,,,0.0,,,,,0.004,,,,,,0.002,,,0.002,,,,,9.93,,,0.001,,,0.001,,,,,0.002,,,,,,,,,,0.01,,0.147,0.137,,12.4,,,8.26,8.22,0.004,,0.002,0.002,,,,,,0.33,,,,,2.6,,,,,,,,,-0.532,,,0.0001,,,,,,,,,4.15,,,,0.91,1.742,,229.0,9.283,0.305,,,,25.0,,,,,,25.0,0.3,,,,,,,,,,,,124.813,,,,,,1.61,1.6,,,,0.001,,,,,,,,0.002,,,,
