SITE_NO,DATE_TIME_HEURE,ALKALINITY TOTAL CACO3,ALUMINUM DISSOLVED,ALUMINUM EXTRACTABLE,ALUMINUM TOTAL,AMMONIA DISSOLVED,ANTIMONY DISSOLVED,ANTIMONY EXTRACTABLE,ANTIMONY TOTAL,ARSENIC DISSOLVED,ARSENIC EXTRACTABLE,ARSENIC TOTAL,BARIUM DISSOLVED,BARIUM EXTRACTABLE,BARIUM TOTAL,BERYLLIUM DISSOLVED,BERYLLIUM EXTRACTABLE,BERYLLIUM TOTAL,BISMUTH DISSOLVED,BISMUTH EXTRACTABLE,BISMUTH TOTAL,BORON DISSOLVED,BORON EXTRACTABLE,BORON TOTAL,BROMIDE,BROMIDE DISSOLVED,CADMIUM DISSOLVED,CADMIUM EXTRACTABLE,CADMIUM TOTAL,CALCIUM DISSOLVED,CALCIUM EXTRACTABLE/UNFILTERED,CARBON DISSOLVED INORGANIC,CARBON DISSOLVED ORGANIC,CARBON TOTAL INORGANIC,CARBON TOTAL ORGANIC,CERIUM DISSOLVED,CERIUM TOTAL,CESIUM DISSOLVED,CESIUM TOTAL,CHLORIDE DISSOLVED,CHROMIUM DISSOLVED,CHROMIUM EXTRACTABLE,CHROMIUM TOTAL,COBALT DISSOLVED,COBALT EXTRACTABLE,COBALT TOTAL,COLOUR TRUE,CONDUCTANCE (FIELD),COPPER DISSOLVED,COPPER EXTRACTABLE,COPPER TOTAL,CYANIDE TOTAL,CYANIDE WEAK ACID DISSOCIABLE,DISSOLVED NITRITE/NITRATE,DISSOLVED NITROGEN NITRATE,EUROPIUM DISSOLVED,EUROPIUM TOTAL,FECAL COLIFORMS,FLUORIDE DISSOLVED,GADOLINIUM DISSOLVED,GADOLINIUM TOTAL RECOVERABLE,GALLIUM DISSOLVED,GALLIUM EXTRACTABLE,GALLIUM TOTAL,GERMANIUM DISSOLVED,GERMANIUM TOTAL,HAFNIUM DISSOLVED,HAFNIUM TOTAL,HARDNESS DISSOLVED CACO3,HARDNESS TOTAL (CALCD.) CACO3,HOLMIUM DISSOLVED,HOLMIUM TOTAL,INDIUM DISSOLVED,INDIUM TOTAL,IRIDIUM DISSOLVED,IRIDIUM TOTAL,IRON DISSOLVED,IRON EXTRACTABLE,IRON TOTAL,LANTHANUM DISSOLVED,LANTHANUM EXTRACTABLE,LANTHANUM TOTAL,LEAD DISSOLVED,LEAD EXTRACTABLE,LEAD TOTAL,LITHIUM DISSOLVED,LITHIUM EXTRACTABLE,LITHIUM TOTAL,LUTETIUM DISSOLVED,LUTETIUM TOTAL,MAGNESIUM DISSOLVED,MAGNESIUM EXTRACTABLE/UNFILTERED,MANGANESE DISSOLVED,MANGANESE EXTRACTABLE,MANGANESE TOTAL,MOLYBDENUM DISSOLVED,MOLYBDENUM EXTRACTABLE,MOLYBDENUM TOTAL,NEODYMIUM DISSOLVED,NEODYMIUM TOTAL,NICKEL DISSOLVED,NICKEL EXTRACTABLE,NICKEL TOTAL,NIOBIUM DISSOLVED,NIOBIUM EXTRACTABLE,NIOBIUM TOTAL,NITROGEN DISSOLVED NITRITE,NITROGEN NITRITE,NITROGEN TOTAL,NITROGEN TOTAL DISSOLVED,ORTHOPHOSPHATE DISSOLVED,ORTHOPHOSPHORUS DISSOLVED,OXYGEN DISSOLVED,PALLADIUM DISSOLVED,PALLADIUM TOTAL,PH,PH (FIELD),PHOSPHORUS TOTAL,PHOSPHORUS TOTAL DISSOLVED,PLATINUM DISSOLVED,PLATINUM TOTAL,POTASSIUM DISSOLVED/FILTERED,POTASSIUM EXTRACTABLE,PRASEODYMIUM DISSOLVED,PRASEODYMIUM TOTAL,RESIDUE FILTERABLE,RESIDUE NONFILTERABLE,RUBIDIUM DISSOLVED,RUBIDIUM EXTRACTABLE,RUBIDIUM TOTAL,RUTHENIUM DISSOLVED,RUTHENIUM TOTAL,SAMARIUM DISSOLVED,SAMARIUM TOTAL,SCANDIUM DISSOLVED,SCANDIUM TOTAL,SELENIUM DISSOLVED,SELENIUM EXTRACTABLE,SELENIUM TOTAL,SILICON DISSOLVED,SILICON EXTRACTABLE,SILVER DISSOLVED,SILVER EXTRACTABLE,SILVER TOTAL,SODIUM DISSOLVED/FILTERED,SODIUM EXTRACTABLE,SPECIFIC CONDUCTANCE,STRONTIUM DISSOLVED,STRONTIUM EXTRACTABLE,STRONTIUM TOTAL,SULPHATE DISSOLVED,TELLURIUM DISSOLVED,TELLURIUM TOTAL,TEMPERATURE (AIR),TEMPERATURE (WATER),TEMPERATURE WATER (FIELD),TERBIUM DISSOLVED,TERBIUM TOTAL,THALLIUM DISSOLVED,THALLIUM EXTRACTABLE,THALLIUM TOTAL,TIN DISSOLVED,TIN TOTAL,TITANIUM DISSOLVED,TITANIUM TOTAL,TUNGSTEN DISSOLVED,TUNGSTEN TOTAL,TURBIDITY,URANIUM DISSOLVED,URANIUM EXTRACTABLE,URANIUM TOTAL,VANADIUM DISSOLVED,VANADIUM EXTRACTABLE,VANADIUM TOTAL,YTTERBIUM DISSOLVED,YTTERBIUM TOTAL,YTTRIUM DISSOLVED,YTTRIUM TOTAL,ZINC DISSOLVED,ZINC EXTRACTABLE,ZINC TOTAL,ZIRCONIUM DISSOLVED,ZIRCONIUM TOTAL
YT09FB0003,2024-05-06 10:05,153.0,,,309.0,,,,0.128,,,0.52,,,106.0,,,0.03,,,0.005,,,9.2,,0.1,,,0.051,69.0,,31.8,3.1,31.8,2.8,,0.334,,0.082,5.24,,,0.76,,,1.3,3.2,,,,1.38,,,,0.159,,,,0.06,,,,,0.071,,,,,239.0,,,,,,,,,,1160.0,,,0.148,,,0.32,,,9.19,,,16.1,,,,89.5,,,0.492,,,,,4.06,,,0.008,0.005,,0.32,0.3,,,,,0.002,8.19,,0.0257,0.0005,,0.002,0.6,,,,,22.0,,,0.88,,,,,,,,,0.64,1.8,,,,0.018,8.2,,459.0,,,201.0,81.1,,,19.0,-0.4,,,,,,0.008,,0.01,,2.59,,0.003,10.3,,,0.769,,,1.14,,,,0.557,,,16.8,,
YT09FB0003,2024-06-11 11:08,38.6,,,1680.0,,,,0.238,,,2.34,,,140.0,,,0.13,,,0.027,,,10.6,,0.2,,,0.194,25.0,,7.7,13.4,7.7,14.1,,1.67,,0.423,0.72,,,3.08,,,2.89,74.0,,,,7.07,,,,0.04,,,,0.05,,,,,0.46,,,,,102.0,,,,,,,,,,4630.0,,,0.71,,,2.09,,,6.84,,,9.7,,,,77.4,,,0.432,,,,,15.6,,,0.021,0.005,,0.65,0.54,,,,,0.01,7.67,,0.141,0.0105,,0.002,0.7,,,,,116.0,,,4.31,,,,,,,,,0.57,1.6,,,,0.043,5.4,,218.0,,,95.2,60.5,,,10.0,10.5,,,,,,0.061,,0.01,,8.38,,0.004,83.9,,,0.31,,,6.23,,,,2.51,,,45.9,,
YT09FC0002,2007-08-27 16:35,83.9,,,74.6,,,,0.132,,,0.79,,,61.5,,,0.012,,,0.005,,,6.0,,0.05,,,0.009,,30.6,19.5,8.1,,,,,,,0.3,,,0.24,,,0.13,20.0,,,,1.96,,,,0.006,,,,0.1,,,,,0.029,,,,,,97.6,,,,,,,,,451.0,,,0.085,,,1.2,,,2.4,,,,5.2,,,19.5,,,0.616,,,,,1.86,,,,,0.007,,0.32,,,,,,8.26,,0.021,,,,,0.7,,,,,,,0.45,,,,,,,,,0.19,,0.58,,,0.003,,1.7,190.0,,,91.3,17.6,,,15.0,5.0,,,,,,0.003,,,,,,,6.02,,,0.519,,,0.707,,,,,,,1.37,,
YT09FC0002,2007-09-09 17:15,96.5,,,40.0,,,,0.079,,,0.34,,,91.1,,,0.008,,,0.001,,,11.3,,0.05,,,0.017,,42.1,20.7,6.9,,,,,,,2.3,,,0.17,,,0.091,17.5,,,,1.86,,,,0.002,,,,0.07,,,,,0.005,,,,,,151.0,,,,,,,,,173.0,,,0.024,,,0.075,,,7.8,,,,11.1,,,12.6,,,0.522,,,,,2.73,,,,,0.005,,,,,,,,8.21,,0.005,,,,,0.6,,,,,,,0.29,,,,,,,,,0.35,,1.05,,,0.001,,5.4,298.0,,,169.0,74.0,,,13.0,10.0,,,,,,0.003,,,,,,,1.22,,,0.377,,,0.193,,,,,,,2.26,,
YT09FC0002,2007-09-24 17:32,96.2,,,26.6,,,,0.1,,,0.6,,,56.0,,,0.002,,,0.003,,,5.6,,0.05,,,0.006,,34.2,21.8,7.9,,,,,,,0.2,,,0.13,,,0.078,20.0,,,,1.21,,,,0.005,,,,0.11,,,,,0.014,,,,,,108.0,,,,,,,,,295.0,,,0.042,,,0.296,,,2.5,,,,5.4,,,13.5,,,0.605,,,,,1.43,,,,,0.009,,0.27,,,,,,8.2,,0.014,,,,,0.9,,,,,,,0.4,,,,,,,,,0.12,,0.48,,,0.001,,1.9,205.0,,,97.3,13.7,,,0.0,-1.0,,,,,,0.003,,,,,,,3.41,,,0.574,,,0.326,,,,,,,0.53,,
YT09FC0002,2007-12-02 14:20,155.0,,,16.3,,,,0.082,,,0.6,,,85.8,,,0.005,,,0.001,,,5.9,,0.05,,,0.007,,52.0,37.8,5.6,,,,,,,0.6,,,0.089,,,0.061,10.0,,,,1.03,,,,0.099,,,,0.18,,,,,0.005,,,,,,160.0,,,,,,,,,267.0,,,0.027,,,0.083,,,3.7,,,,7.4,,,20.3,,,0.618,,,,,1.47,,,,,0.005,,0.42,,,,,,7.95,,0.009,,,,,1.2,,,,,,,0.83,,,,,,,,,0.18,,1.6,,,0.001,,3.3,298.0,,,159.0,11.9,,,-30.0,0.0,,,,,,0.003,,,,,,,1.92,,,0.933,,,0.203,,,,,,,0.26,,
YT09FC0002,2008-07-08 17:36,36.3,,,1710.0,,,,0.289,,,3.01,,,197.0,,,0.171,,,0.039,,,11.2,,0.05,,,0.235,,19.2,7.7,20.8,,,,,,,0.6,,,4.14,,,3.17,150.0,,,,10.7,,,,0.039,,,,0.06,,,,,0.59,,,,,,67.3,,,,,,,,,6420.0,,,1.12,,,3.61,,,6.6,,,,4.7,,,131.0,,,0.416,,,,,15.4,,,,,0.005,0.76,0.53,,,,,,7.59,,0.199,,,,,0.7,,,,,,,5.13,,,,,,,,,0.53,,2.2,,,0.11,,2.7,139.0,,,77.6,28.0,,,24.0,20.0,,,,,,0.088,,,,,,,253.0,,,0.442,,,9.06,,,,,,,41.6,,
YT09FC0002,2008-07-29 20:15,85.9,,,410.0,,,,0.121,,,0.97,,,61.0,,,0.042,,,0.015,,,4.4,,0.05,,,0.023,,33.7,19.2,9.3,,,,,,,0.1,,,0.825,,,0.438,30.0,,,,2.56,,,,0.047,,,,0.09,,,,,0.129,,,,,,100.0,,,,,,,,,1330.0,,,0.348,,,0.886,,,2.3,,,,4.0,,,31.0,,,0.464,,,,,2.81,,,,,0.012,0.45,0.39,,,,,,8.17,,0.055,,,,,0.5,,,,,,,0.91,,,,,,,,,0.16,,2.24,,,0.008,,1.0,194.0,,,93.2,13.4,,,19.0,11.0,,,,,,0.008,,,,,,,26.2,,,0.57,,,1.77,,,,,,,4.09,,
YT09FC0002,2008-08-19 17:10,92.4,,,873.0,,,,0.138,,,1.51,,,64.3,,,0.073,,,0.033,,,3.9,,0.05,,,0.041,,36.6,20.8,10.1,,,,,,,0.2,,,1.61,,,0.827,27.0,,,,3.3,,,,0.025,,,,0.09,,,,,0.286,,,,,,109.0,,,,,,,,,2300.0,,,0.848,,,2.08,,,2.8,,,,4.3,,,49.7,,,0.41,,,,,3.63,,,,,0.008,0.42,0.34,,,,,,8.2,,0.072,,,,,0.4,,,,,,,1.58,,,,,,,,,0.18,,2.01,,,0.015,,1.0,200.0,,,90.3,13.4,,,13.0,9.0,,,,,,0.014,,,,,,,47.7,,,0.642,,,3.21,,,,,,,8.17,,
YT09FC0002,2008-08-22 14:58,89.0,,,164.0,,,,0.105,,,0.79,,,46.3,,,0.019,,,0.006,,,3.7,,0.05,,,0.011,,35.0,20.9,8.9,,,,,,,0.1,,,0.402,,,0.196,25.0,,,,1.7,,,,0.004,,,,0.09,,,,,0.052,,,,,,104.0,,,,,,,,,592.0,,,0.149,,,0.381,,,1.9,,,,4.1,,,14.6,,,0.415,,,,,1.91,,,,,0.005,0.36,0.33,,,,,,8.28,,0.027,0.009,,,,0.3,,,,,,,0.47,,,,,,,,,0.14,,1.75,,,0.004,,1.0,195.0,,,86.9,14.0,,,12.0,10.0,,,,,,0.003,,,,,,,11.1,,,0.525,,,0.917,,,,,,,1.61,,
YT09FC0002,2008-09-16 18:02,103.9,,,44.6,,,,0.105,,,0.55,,,46.7,,,0.006,,,0.004,,,4.1,,0.05,,,0.011,,35.0,23.9,7.2,,,,0.105,,0.008,0.3,,,0.198,,,0.084,12.5,,,,1.31,,,,0.006,,,,0.1,,,,,0.018,,,,,,107.0,,,,,,,,,253.0,,,0.05,,,0.244,,,2.2,,,,4.6,,,10.6,,,0.579,,,,,1.34,,,0.006,,0.005,0.31,0.27,,,,,,8.3,,0.015,,,0.001,,0.5,,,,,,,0.34,,,,,,,,,0.07,,0.88,,,0.004,,1.4,216.0,,,103.0,12.1,,,0.0,4.0,,,,,,0.001,,0.014,,,,0.005,2.62,,,0.663,,,0.438,,,,0.1,,,0.86,,
YT09FC0002,2008-11-26 13:55,109.0,,,64.7,,,,0.098,,,0.8,,,67.9,,,0.012,,,0.003,,,5.4,,0.05,,,0.008,,37.4,25.1,13.8,,,,0.139,,0.012,0.5,,,0.219,,,0.116,30.0,,,,1.88,,,,0.118,,,,0.12,,,,,0.017,,,,,,117.0,,,,,,,,,600.0,,,0.08,,,0.177,,,2.6,,,,5.6,,,12.2,,,0.44,,,,,2.06,,,0.005,,0.008,0.63,0.62,,,,,,7.68,,0.022,,,0.001,,1.0,,,,,,,0.65,,,,,,,,,0.15,,2.16,,,0.002,,2.3,224.0,,,106.0,8.3,,,-15.0,0.0,,,,,,0.002,,0.005,,,,0.006,4.4,,,0.524,,,0.527,,,,0.178,,,1.28,,
YT09FC0002,2014-06-18 14:18,59.4,,,843.0,,,,0.151,,,1.74,,,67.6,,,0.091,,,0.027,,,5.1,,0.02,,,0.061,,22.9,13.5,12.4,,,,1.82,,0.129,0.3,,,1.69,,,1.11,40.0,,,,5.48,,,,0.065,,,,0.08,,,,,0.278,,,,,,70.5,,,,,,,,,3170.0,,,0.797,,,1.87,,,2.56,,,,3.2,,,58.9,,,0.402,,,,,4.96,,,0.037,,0.005,0.51,0.41,,,,,,8.05,,0.107,0.021,,0.001,,0.8,,,,,,,1.5,,,,,,,,,0.16,,1.71,,,0.021,,0.9,138.0,,,57.7,8.8,,,19.4,14.0,,,,,,0.012,,0.006,,,,0.013,60.8,,,0.37,,,3.62,,,,1.41,,,11.3,,
YT09FC0002,2014-07-15 10:20,75.0,,,277.0,,,,0.134,,,1.28,,,64.7,,,0.04,,,0.015,,,6.1,,0.02,,,0.021,,29.8,17.3,13.0,,,,0.671,,0.062,0.4,,,0.62,,,0.413,40.0,,,,2.7,,,,0.025,,,,0.11,,,,,0.092,,,,,,92.0,,,,,,,,,1210.0,,,0.306,,,0.759,,,2.11,,,,4.3,,,36.6,,,0.559,,,,,2.97,,,0.015,,0.005,0.49,0.33,,,,,,8.18,,0.0542,0.0106,,0.001,,0.8,,,,,,,0.802,,,,,,,,,0.17,,1.44,,,0.007,,1.2,169.0,,,81.3,11.0,,,17.9,17.0,,,,,,0.006,,0.005,,,,0.007,22.2,,,0.428,,,1.62,,,,0.53,,,3.8,,
YT09FC0002,2014-08-13 15:30,70.5,,,195.0,,,,0.1,,,0.81,,,56.0,,,0.023,,,0.002,,,4.9,,0.02,,,0.014,,27.8,17.6,13.5,,,,0.371,,0.051,0.1,,,0.45,,,0.246,30.0,,,,1.76,,,,0.005,,,,0.1,,,,,0.063,,,,,,90.4,,,,,,,,,735.0,,,0.167,,,0.444,,,2.31,,,,5.1,,,19.5,,,0.357,,,,,2.43,,,0.007,,0.005,0.37,0.31,,,,,,8.09,,0.0409,0.0104,,0.001,,0.7,,,,,,,0.631,,,,,,,,,0.13,,1.75,,,0.004,,1.5,173.0,,,74.9,20.4,,,16.8,12.0,,,,,,0.005,,0.005,,,,0.001,15.2,,,0.357,,,1.05,,,,0.349,,,2.2,,
YT09FC0002,2015-02-24 14:55,189.0,,,10.6,,,,0.075,,,0.76,,,184.0,,,0.004,,,0.001,,,7.5,,0.02,,,0.024,,63.8,47.7,12.6,,,,0.051,,0.002,0.74,,,0.08,,,0.278,25.0,,,,1.21,,,,0.085,,,,0.18,,,,,0.007,,,,,,205.0,,,,,,,,,477.0,,,0.028,,,0.047,,,4.01,,,,11.0,,,321.0,,,0.793,,,,,2.28,,,0.001,,0.005,0.64,0.62,,,,,,7.69,,0.0155,0.0054,,0.001,,1.8,,,,,,,1.03,,,,,,,,,0.19,,1.97,,,0.001,,3.4,359.0,,,192.0,13.5,,,-5.0,,,,,,,0.003,,0.005,,,,0.004,2.83,,,0.89,,,0.177,,,,0.078,,,1.6,,
YT09FC0002,2015-03-30 09:50,216.0,,,386.0,,,,0.144,,,1.94,,,279.0,,,0.048,,,0.016,,,8.1,,0.02,,,0.056,,72.0,52.1,12.3,,,,1.03,,0.081,1.01,,,0.86,,,1.5,17.5,,,,2.25,,,,0.031,,,,0.23,,,,,0.141,,,,,,235.0,,,,,,,,,2730.0,,,0.454,,,0.993,,,5.39,,,,13.5,,,777.0,,,0.783,,,,,4.02,,,0.013,,0.005,0.74,0.69,,,,,,8.1,,0.0637,0.0033,,0.001,,2.0,,,,,,,1.94,,,,,,,,,0.25,,2.22,,,0.01,,4.3,424.0,,,221.0,13.6,,,-11.0,-0.5,,,,,,0.01,,0.007,,,,0.013,23.4,,,1.13,,,1.61,,,,0.851,,,8.1,,
YT09FC0002,2015-04-20 16:45,207.0,,,5.5,,,,0.085,,,0.85,,,237.0,,,0.003,,,0.002,,,7.0,,0.02,,,0.017,,78.5,52.0,9.6,,,,0.036,,0.003,0.83,,,0.42,,,1.07,15.0,,,,0.93,,,,0.011,,,,0.19,,,,,0.014,,,,,,250.0,,,,,,,,,580.0,,,0.018,,,0.037,,,4.16,,,,13.1,,,780.0,,,0.701,,,,,2.24,,,0.001,,0.005,0.62,0.61,,,,,,7.95,,0.012,0.0028,,0.001,,1.8,,,,,,,1.17,,,,,,,,,0.25,,2.36,,,0.001,,4.2,418.0,,,194.0,11.6,,,,0.0,,,,,,0.003,,0.009,,,,0.014,3.62,,,1.17,,,0.118,,,,0.041,,,3.6,,
YT09FC0002,2015-05-20 15:00,37.4,,,3080.0,,,,0.232,,,5.19,,,169.0,,,0.486,,,0.111,,,6.5,,0.02,,,0.313,,16.3,8.4,13.7,,,,11.1,,0.392,0.23,,,6.03,,,5.97,100.0,,,,15.5,,,,0.07,,,,0.06,,,,,1.11,,,,,,48.9,,,,,,,,,12500.0,,,4.73,,,11.1,,,4.94,,,,2.0,,,357.0,,,0.305,,,,,15.3,,,0.104,,0.005,1.02,0.51,,,,,,7.64,,0.473,0.0234,,0.001,,1.5,,,,,,,5.58,,,,,,,,,0.24,,3.16,,,0.087,,0.5,82.0,,,46.8,3.5,,,20.0,4.0,,,,,,0.061,,0.02,,,,0.032,332.0,,,1.33,,,14.2,,,,7.4,,,53.0,,
YT09FC0002,2015-06-23 14:35,55.2,,,306.0,,,,0.138,,,1.4,,,69.6,,,0.036,,,0.015,,,5.9,,0.02,,,0.025,,19.3,12.1,10.1,,,,0.741,,0.066,0.28,,,0.65,,,0.424,50.0,,,,2.51,,,,0.004,,,,0.09,,,,,0.1,,,,,,63.7,,,,,,,,,1470.0,,,0.335,,,0.938,,,2.05,,,,3.8,,,31.7,,,0.48,,,,,2.86,,,0.018,,0.005,0.49,0.48,,,,,,8.0,,0.0547,0.0103,,0.001,,0.9,,,,,,,0.833,,,,,,,,,0.14,,1.22,,,0.007,,1.2,141.0,,,62.5,11.9,,,21.0,19.0,,,,,,0.006,,0.005,,,,0.009,20.9,,,0.297,,,1.75,,,,0.571,,,4.0,,
YT09FC0002,2015-07-20 10:05,88.3,,,102.0,,,,0.157,,,1.12,,,76.9,,,0.018,,,0.01,,,5.8,,0.02,,,0.015,,29.7,21.2,10.1,,,,0.336,,0.025,0.28,,,0.26,,,0.221,30.0,,,,1.79,,,,0.002,,,,0.11,,,,,0.044,,,,,,93.5,,,,,,,,,612.0,,,0.155,,,0.482,,,2.14,,,,4.7,,,33.1,,,0.805,,,,,2.01,,,0.006,,0.005,0.45,0.49,,,,,,8.14,,0.0307,0.0074,,0.001,,1.0,,,,,,,0.555,,,,,,,,,0.16,,1.03,,,0.003,,1.5,184.0,,,89.2,8.7,,,14.5,20.0,,,,,,0.003,,0.005,,,,0.009,7.57,,,0.54,,,0.887,,,,0.214,,,1.6,,
YT09FC0002,2015-08-19 11:00,66.9,,,120.0,,,,0.112,,,0.82,,,77.1,,,0.016,,,0.007,,,5.6,,0.02,,,0.014,,33.4,15.5,7.1,,,,0.284,,0.037,0.19,,,0.29,,,0.23,25.0,,,,1.64,,,,0.014,,,,0.11,,,,,0.043,,,,,,116.0,,,,,,,,,633.0,,,0.121,,,0.373,,,3.03,,,,8.0,,,24.7,,,0.506,,,,,2.37,,,0.004,,0.005,0.35,0.29,,,,,,8.1,,0.0265,0.0052,,0.001,,0.8,,,,,,,0.584,,,,,,,,,0.17,,1.33,,,0.004,,2.9,215.0,,,87.3,40.5,,,4.0,14.0,,,,,,0.003,,0.009,,,,0.004,9.82,,,0.432,,,0.772,,,,0.253,,,2.1,,
YT09FC0002,2015-09-19 09:00,66.6,,,434.0,,,,0.1,,,1.1,,,56.7,,,0.053,,,0.015,,,3.1,,0.02,,,0.032,,28.8,15.4,13.7,,,,1.0,,0.104,0.31,,,0.95,,,0.622,40.0,,,,2.36,,,,0.025,,,,0.09,,,,,0.136,,,,,,91.2,,,,,,,,,1620.0,,,0.433,,,0.984,,,2.39,,,,4.7,,,39.4,,,0.301,,,,,3.27,,,0.023,,0.002,0.48,0.4,,,,,,7.99,,0.0535,0.0096,,0.001,,0.6,,,,,,,1.01,,,,,,,,,0.15,,2.47,,,0.01,,1.4,166.0,,,70.5,21.9,,,-3.0,4.0,,,,,,0.008,,0.013,,,,0.006,29.3,,,0.461,,,1.87,,,,0.793,,,6.0,,
YT09FC0002,2015-12-03 10:30,95.8,,,50.8,,,,0.369,,,0.69,,,86.2,,,0.011,,,0.001,,,4.7,,0.02,,,0.01,,32.0,24.2,11.6,,,,0.141,,0.01,0.49,,,0.22,,,0.09,,,,,1.59,,,,0.13,,,,0.1,,,,,0.015,,,,,,104.0,,,,,,,,,569.0,,,0.086,,,0.158,,,2.41,,,,5.8,,,13.8,,,0.463,,,,,1.79,,,0.004,,0.002,0.64,0.62,,,,,,7.84,,0.0187,0.0121,,0.001,,1.1,,,,,,,0.575,,,,,,,,,0.12,,1.93,,,0.002,,2.0,203.0,,,94.6,9.9,,,-24.0,0.5,,,,,,0.001,,0.005,,,,0.002,3.56,,,0.487,,,0.402,,,,0.176,,,1.5,,
YT09FC0002,2016-01-21 09:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.3,,,,,,,,,,,,,,,,,,,,,,,,0.211,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,0.023,,0.61,,,,,,,,0.0173,0.008,,,,1.3,,,,,,,,,,,,,,,,,,1.93,,,,,,288.0,,,,,,,-31.0,,,,,,,,,,,,,,2.67,,,,,,,,,,,,,,,
YT09FC0002,2016-03-01 13:15,175.0,,,16.0,,,,0.086,,,0.89,,,159.0,,,0.007,,,0.001,,,7.0,,0.02,,,0.028,,61.4,44.1,8.3,44.6,8.7,,0.068,,0.004,0.64,,,0.08,,,0.357,14.2,,,,1.28,,,,0.043,,,,0.19,,,,,0.009,,,,,,192.0,,,,,,,,,777.0,,,0.039,,,0.073,,,3.99,,,,9.4,,,453.0,,,0.633,,,,,2.46,,,0.005,,0.023,0.62,0.56,,,,,,7.79,,0.0208,0.0028,,0.001,,1.5,,,,,,,1.41,,,,,,,,,0.18,,2.5,,,0.002,,4.5,338.0,,,169.0,14.1,,,-13.0,0.0,,,,,,0.003,,0.005,,,,0.014,3.02,,,1.07,,,0.245,,,,0.097,,,2.1,,
YT09FC0002,2016-03-24 08:15,206.0,,,5.6,,,,0.091,,,0.68,,,164.0,,,0.004,,,0.001,,,7.4,,0.02,,,0.022,,70.2,50.0,5.9,51.6,5.3,,0.028,,0.003,1.45,,,0.04,,,0.7,11.4,,,,0.78,,,,0.003,,,,0.21,,,,,0.007,,,,,,215.0,,,,,,,,,357.0,,,0.018,,,0.036,,,4.26,,,,9.5,,,688.0,,,0.679,,,,,2.15,,,0.005,,0.005,0.57,0.53,,,,,,7.91,,0.0136,0.0023,,0.001,,1.6,,,,,,,1.64,,,,,,,,,0.19,,2.8,,,0.002,,4.5,402.0,,,198.0,17.5,,,-19.0,-0.5,,,,,,0.005,,0.006,,0.09,,0.013,2.31,,,1.36,,,0.11,,,,0.056,,,1.7,,
YT09FC0002,2016-04-20 13:10,206.0,,,2.6,,,,0.104,,,0.48,,,160.0,,,0.002,,,0.001,,,7.0,,0.02,,,0.051,,73.2,51.2,3.2,52.7,3.6,,0.013,,0.001,0.42,,,0.05,,,1.0,8.7,,,,0.45,,,,0.018,,,,0.25,,,,,0.005,,,,,,219.0,,,,,,,,,171.0,,,0.009,,,0.014,,,3.67,,,,8.6,,,682.0,,,0.669,,,,,1.78,,,0.002,,0.008,0.47,0.46,,,,,,7.92,,0.0074,0.0018,,0.001,,1.4,,,,,,,1.5,,,,,,,,,0.28,,2.8,,,0.001,,3.9,402.0,,,187.0,18.2,,,-6.0,2.0,,,,,,0.003,,0.024,,0.08,,0.017,1.04,,,1.51,,,0.05,,,,0.031,,,1.4,,
YT09FC0002,2016-05-19 09:30,40.3,,,897.0,,,,0.11,,,1.14,,,95.6,,,0.078,,,0.012,,,7.1,,0.02,,,0.13,18.3,,8.8,10.9,8.9,11.7,,1.13,,0.189,0.59,,,1.61,,,1.68,78.2,,,,3.89,,,,0.057,,,,0.02,,,,,0.223,,,,,,66.5,,,,,,,,,2730.0,,,0.495,,,1.3,,,4.32,,,5.0,,,,98.0,,,0.287,,,,,8.23,,,0.016,,0.007,0.66,0.55,,,,,,7.64,,0.091,0.0118,,0.001,0.7,,,,,85.0,,,1.95,,,,,,,,,0.38,1.0,,,,0.03,2.7,,145.0,,,66.8,30.2,,,7.0,3.0,,,,,,0.033,,0.005,,5.61,,0.003,63.4,,,0.253,,,3.11,,,,1.45,,,21.2,,
YT09FC0002,2016-06-23 13:15,62.9,,,668.0,,,,0.13,,,1.59,,,67.6,,,0.071,,,0.025,,,4.9,,0.02,,,0.046,23.7,,13.5,11.1,13.7,11.5,,1.4,,0.133,0.32,,,1.37,,,0.83,52.2,,,,3.5,,,,0.059,,,,0.08,,,,,0.211,,,,,,73.2,,,,,,,,,2580.0,,,0.64,,,1.55,,,2.35,,,3.4,,,,46.2,,,0.398,,,,,3.98,,,0.03,,0.034,0.62,0.62,,,,,,8.01,,0.0859,0.0107,,0.001,0.7,,,,,,,,1.42,,,,,,,,,0.14,1.2,,,,0.016,1.0,,139.0,,,63.4,10.3,,,15.0,,,,,,,0.013,,0.005,,9.85,,0.009,41.1,,,0.392,,,2.86,,,,1.05,,,8.8,,
