SITE_NO,DATE_TIME_HEURE,ALKALINITY TOTAL CACO3,ALUMINUM DISSOLVED,ALUMINUM EXTRACTABLE,ALUMINUM TOTAL,AMMONIA DISSOLVED,ANTIMONY DISSOLVED,ANTIMONY EXTRACTABLE,ANTIMONY TOTAL,ARSENIC DISSOLVED,ARSENIC EXTRACTABLE,ARSENIC TOTAL,BARIUM DISSOLVED,BARIUM EXTRACTABLE,BARIUM TOTAL,BERYLLIUM DISSOLVED,BERYLLIUM EXTRACTABLE,BERYLLIUM TOTAL,BISMUTH DISSOLVED,BISMUTH EXTRACTABLE,BISMUTH TOTAL,BORON DISSOLVED,BORON EXTRACTABLE,BORON TOTAL,BROMIDE,BROMIDE DISSOLVED,CADMIUM DISSOLVED,CADMIUM EXTRACTABLE,CADMIUM TOTAL,CALCIUM DISSOLVED,CALCIUM EXTRACTABLE/UNFILTERED,CARBON DISSOLVED INORGANIC,CARBON DISSOLVED ORGANIC,CARBON TOTAL INORGANIC,CARBON TOTAL ORGANIC,CERIUM DISSOLVED,CERIUM TOTAL,CESIUM DISSOLVED,CESIUM TOTAL,CHLORIDE DISSOLVED,CHROMIUM DISSOLVED,CHROMIUM EXTRACTABLE,CHROMIUM TOTAL,COBALT DISSOLVED,COBALT EXTRACTABLE,COBALT TOTAL,COLOUR TRUE,CONDUCTANCE (FIELD),COPPER DISSOLVED,COPPER EXTRACTABLE,COPPER TOTAL,CYANIDE TOTAL,CYANIDE WEAK ACID DISSOCIABLE,DISSOLVED NITRITE/NITRATE,DISSOLVED NITROGEN NITRATE,EUROPIUM DISSOLVED,EUROPIUM TOTAL,FECAL COLIFORMS,FLUORIDE DISSOLVED,GADOLINIUM DISSOLVED,GADOLINIUM TOTAL RECOVERABLE,GALLIUM DISSOLVED,GALLIUM EXTRACTABLE,GALLIUM TOTAL,GERMANIUM DISSOLVED,GERMANIUM TOTAL,HAFNIUM DISSOLVED,HAFNIUM TOTAL,HARDNESS DISSOLVED CACO3,HARDNESS TOTAL (CALCD.) CACO3,HOLMIUM DISSOLVED,HOLMIUM TOTAL,INDIUM DISSOLVED,INDIUM TOTAL,IRIDIUM DISSOLVED,IRIDIUM TOTAL,IRON DISSOLVED,IRON EXTRACTABLE,IRON TOTAL,LANTHANUM DISSOLVED,LANTHANUM EXTRACTABLE,LANTHANUM TOTAL,LEAD DISSOLVED,LEAD EXTRACTABLE,LEAD TOTAL,LITHIUM DISSOLVED,LITHIUM EXTRACTABLE,LITHIUM TOTAL,LUTETIUM DISSOLVED,LUTETIUM TOTAL,MAGNESIUM DISSOLVED,MAGNESIUM EXTRACTABLE/UNFILTERED,MANGANESE DISSOLVED,MANGANESE EXTRACTABLE,MANGANESE TOTAL,MOLYBDENUM DISSOLVED,MOLYBDENUM EXTRACTABLE,MOLYBDENUM TOTAL,NEODYMIUM DISSOLVED,NEODYMIUM TOTAL,NICKEL DISSOLVED,NICKEL EXTRACTABLE,NICKEL TOTAL,NIOBIUM DISSOLVED,NIOBIUM EXTRACTABLE,NIOBIUM TOTAL,NITROGEN DISSOLVED NITRITE,NITROGEN NITRITE,NITROGEN TOTAL,NITROGEN TOTAL DISSOLVED,ORTHOPHOSPHATE DISSOLVED,ORTHOPHOSPHORUS DISSOLVED,OXYGEN DISSOLVED,PALLADIUM DISSOLVED,PALLADIUM TOTAL,PH,PH (FIELD),PHOSPHORUS TOTAL,PHOSPHORUS TOTAL DISSOLVED,PLATINUM DISSOLVED,PLATINUM TOTAL,POTASSIUM DISSOLVED/FILTERED,POTASSIUM EXTRACTABLE,PRASEODYMIUM DISSOLVED,PRASEODYMIUM TOTAL,RESIDUE FILTERABLE,RESIDUE NONFILTERABLE,RUBIDIUM DISSOLVED,RUBIDIUM EXTRACTABLE,RUBIDIUM TOTAL,RUTHENIUM DISSOLVED,RUTHENIUM TOTAL,SAMARIUM DISSOLVED,SAMARIUM TOTAL,SCANDIUM DISSOLVED,SCANDIUM TOTAL,SELENIUM DISSOLVED,SELENIUM EXTRACTABLE,SELENIUM TOTAL,SILICON DISSOLVED,SILICON EXTRACTABLE,SILVER DISSOLVED,SILVER EXTRACTABLE,SILVER TOTAL,SODIUM DISSOLVED/FILTERED,SODIUM EXTRACTABLE,SPECIFIC CONDUCTANCE,STRONTIUM DISSOLVED,STRONTIUM EXTRACTABLE,STRONTIUM TOTAL,SULPHATE DISSOLVED,TELLURIUM DISSOLVED,TELLURIUM TOTAL,TEMPERATURE (AIR),TEMPERATURE (WATER),TEMPERATURE WATER (FIELD),TERBIUM DISSOLVED,TERBIUM TOTAL,THALLIUM DISSOLVED,THALLIUM EXTRACTABLE,THALLIUM TOTAL,TIN DISSOLVED,TIN TOTAL,TITANIUM DISSOLVED,TITANIUM TOTAL,TUNGSTEN DISSOLVED,TUNGSTEN TOTAL,TURBIDITY,URANIUM DISSOLVED,URANIUM EXTRACTABLE,URANIUM TOTAL,VANADIUM DISSOLVED,VANADIUM EXTRACTABLE,VANADIUM TOTAL,YTTERBIUM DISSOLVED,YTTERBIUM TOTAL,YTTRIUM DISSOLVED,YTTRIUM TOTAL,ZINC DISSOLVED,ZINC EXTRACTABLE,ZINC TOTAL,ZIRCONIUM DISSOLVED,ZIRCONIUM TOTAL
YT09AB0006,2007-03-27 12:00,41.7,,,11.0,,,,0.094,,,0.4,,,26.3,,,0.001,,,0.001,,,1.5,,0.05,,,0.005,,14.0,9.3,0.5,9.3,0.6,,,,,0.1,,,0.069,,,0.007,2.5,94.9,,,0.3,,,,0.024,,,1.0,0.1,,,,,0.013,,,,,,46.4,,,,,,,,,12.5,,,0.005,,,0.008,,,0.6,,,,2.7,,,1.43,,,1.52,,,,,0.15,,,,,0.005,,0.05,,,11.8,,,,7.4,0.0005,,,,,0.8,,,,,,,0.8,,,,,,,,,0.15,,1.43,,,0.001,,1.1,118.0,,,76.2,6.7,,,-5.5,0.2,,,,,,0.001,,,,,,,0.2,,,0.674,,,0.14,,,,,,,0.08,,
YT09AB0006,2007-04-25 09:35,48.9,,,283.0,,,,0.099,,,0.45,,,30.9,,,0.009,,,0.001,,,1.5,,0.05,,,0.011,,13.7,9.3,0.5,9.3,0.5,,,,,0.2,,,0.712,,,0.137,2.5,91.7,,,0.77,,,,0.019,,,2.0,0.12,,,,,0.088,,,,,,45.3,,,,,,,,,345.0,,,0.15,,,0.138,,,0.7,,,,2.7,,,11.7,,,1.44,,,,,0.79,,,,,0.005,,0.05,,,11.8,,,,7.5,0.0136,,,,,0.9,,,,,,,1.05,,,,,,,,,0.06,,1.57,,,0.002,,1.1,99.0,,,73.1,7.0,,,3.0,1.4,,,,,,0.004,,,,,,,5.63,,,0.7,,,0.713,,,,,,,1.07,,
YT09AB0006,2007-05-16 09:30,48.3,,,543.0,,,,0.107,,,0.63,,,36.5,,,0.017,,,0.002,,,1.1,,0.05,,,0.014,,16.4,10.8,0.7,10.7,0.8,,,,,0.2,,,3.74,,,0.429,10.0,101.7,,,1.15,,,,0.009,,,1.0,0.1,,,,,0.169,,,,,,53.6,,,,,,,,,792.0,,,0.174,,,0.359,,,1.1,,,,3.1,,,16.9,,,1.46,,,,,3.22,,,,,0.005,,0.07,,,11.5,,,,7.8,0.0082,,,,,0.9,,,,,,,1.15,,,,,,,,,0.12,,1.58,,,0.002,,1.2,99.0,,,86.1,6.7,,,10.0,6.0,,,,,,0.005,,,,,,,3.43,,,0.759,,,1.66,,,,,,,2.5,,
YT09AB0006,2007-06-12 09:50,43.8,,,160.0,,,,0.098,,,0.49,,,30.1,,,0.005,,,0.001,,,1.3,,0.05,,,0.008,,14.5,10.1,1.3,10.2,1.2,,,,,0.1,,,0.383,,,0.082,5.0,94.6,,,0.57,,,,0.002,,,11.0,0.11,,,,,0.052,,,,,,47.1,,,,,,,,,179.0,,,0.082,,,0.08,,,0.6,,,,2.7,,,6.66,,,1.44,,,,,0.6,,,,,0.005,,0.05,,,10.4,,,8.01,7.7,0.0093,,,,,0.8,,,,,,,0.86,,,,,,,,,0.11,,1.38,,,0.001,,1.0,95.0,,,77.4,6.5,,,12.5,10.0,,,,,,0.003,,,,,,,2.54,,,0.733,,,0.5,,,,,,,0.52,,
YT09AB0006,2007-07-17 12:05,40.5,,,116.0,,,,0.081,,,0.45,,,25.6,,,0.005,,,0.001,,,1.4,,0.05,,,0.009,,13.6,9.5,0.8,9.4,1.0,,,,,0.3,,,0.238,,,0.055,2.5,87.7,,,0.47,,,,0.015,,,3.0,0.09,,,,,0.035,,,,,,43.9,,,,,,,,,106.0,,,0.057,,,0.051,,,0.8,,,,2.4,,,3.97,,,1.47,,,,,0.33,,,,,0.005,,0.04,,,9.4,,,7.94,7.8,0.0072,,,,,0.8,,,,,,,0.85,,,,,,,,,0.21,,1.29,,,0.001,,1.1,89.0,,,72.7,6.6,,,19.5,15.0,,,,,,0.002,,,,,,,1.46,,,0.655,,,0.3,,,,,,,0.41,,
YT09AB0006,2007-09-19 12:30,41.6,,,129.0,,,,0.101,,,0.43,,,28.1,,,0.001,,,0.001,,,1.5,,0.05,,,0.007,,13.9,9.5,0.7,9.6,0.5,,,,,0.2,,,0.316,,,0.073,2.5,90.8,,,0.37,,,,0.005,,,1.0,0.09,,,,,0.046,,,,,,44.9,,,,,,,,,147.0,,,0.077,,,0.077,,,0.8,,,,2.5,,,5.44,,,1.49,,,,,0.43,,,,,0.005,,0.03,,,9.8,,,7.94,7.8,0.0089,,,,,0.7,,,,,,,0.9,,,,,,,,,0.18,,1.3,,,0.001,,1.1,89.0,,,77.2,6.7,,,9.0,11.0,,,,,,0.003,,,,,,,3.61,,,0.658,,,0.425,,,,,,,0.39,,
YT09AB0006,2007-10-10 14:00,41.7,,,36.0,,,,0.093,,,0.38,,,26.3,,,0.001,,,0.003,,,1.4,,0.05,,,0.006,,14.9,9.5,0.5,9.5,0.5,,,,,0.1,,,0.114,,,0.021,2.5,98.7,,,0.22,,,,0.002,,,1.0,0.08,,,,,0.02,,,,,,47.4,,,,,,,,,40.3,,,0.022,,,0.023,,,0.7,,,,2.5,,,2.14,,,1.44,,,,,0.22,,,,,0.01,,0.09,,,10.5,,,7.99,7.8,0.0038,,,,,0.7,,,,,,,0.82,,,,,,,,,0.11,,1.32,,,0.001,,1.1,89.0,,,75.4,6.7,,,1.5,6.5,,,,,,0.003,,,,,,,0.88,,,0.642,,,0.205,,,,,,,0.11,,
YT09AB0006,2007-11-21 09:50,43.6,,,15.1,,,,0.099,,,0.39,,,28.5,,,0.001,,,0.001,,,0.9,,0.05,,,0.004,,15.3,10.2,0.5,10.4,0.5,,,,,0.1,,,0.093,,,0.009,2.5,100.6,,,0.36,,,,0.011,,,1.0,0.11,,,,,0.015,,,,,,49.3,,,,,,,,,19.8,,,0.01,,,0.034,,,0.6,,,,2.7,,,1.91,,,1.51,,,,,0.21,,,,,0.005,,0.05,,,12.4,,,7.86,7.8,0.0028,,,,,0.7,,,,,,,0.83,,,,,,,,,0.12,,1.37,,,0.001,,1.1,96.0,,,82.8,6.9,,,-3.0,0.0,,,,,,0.003,,,,,,,0.5,,,0.686,,,0.157,,,,,,,0.05,,
YT09AB0006,2007-12-12 10:57,48.2,,,25.0,,,,0.111,,,0.44,,,31.2,,,0.001,,,0.001,,,1.1,,0.05,,,0.007,,16.0,11.2,0.5,11.4,0.7,,,,,0.3,,,0.109,,,0.017,2.5,105.0,,,0.8,,,,0.009,,,1.0,0.1,,,,,0.021,,,,,,52.2,,,,,,,,,36.3,,,0.018,,,0.022,,,0.6,,,,3.0,,,3.39,,,1.62,,,,,0.25,,,,,0.005,,0.06,,,,,,7.94,7.8,0.0035,,,,,0.7,,,,,,,0.87,,,,,,,,,0.13,,1.52,,,0.001,,1.2,107.0,,,91.9,7.8,,,-11.5,0.0,,,,,,0.002,,,,,,,0.72,,,0.77,,,0.199,,,,,,,0.05,,
YT09AB0006,2008-01-16 11:30,44.5,,,9.4,,,,0.103,,,0.37,,,29.1,,,0.001,,,0.001,,,1.3,,0.05,,,0.005,,15.5,10.1,0.5,10.3,0.5,,,,,0.2,,,0.073,,,0.002,2.5,,,,0.26,,,,0.021,,,1.0,0.11,,,,,0.016,,,,,,49.8,,,,,,,,,14.4,,,0.006,,,0.015,,,0.6,,,,2.7,,,1.46,,,1.47,,,,,0.17,,,,,0.005,,0.06,,,10.6,,,7.9,7.8,0.0017,,,,,0.8,,,,,,,0.86,,,,,,,,,0.13,,1.39,,,0.001,,1.1,99.0,,,79.5,6.9,,,-9.0,0.0,,,,,,0.002,,,,,,,0.32,,,0.664,,,0.158,,,,,,,0.12,,
YT09AB0006,2008-02-13 09:55,44.0,,,9.3,,,,0.1,,,0.41,,,29.2,,,0.001,,,0.001,,,1.8,,0.05,,,0.006,,15.3,10.1,0.5,10.1,0.5,,,,,0.2,,,0.052,,,0.005,2.5,102.0,,,0.25,,,,0.025,,,1.0,0.12,,,,,0.015,,,,,,49.4,,,,,,,,,8.5,,,0.006,,,0.005,,,0.7,,,,2.7,,,1.06,,,1.56,,,,,0.06,,,,,,,0.08,,,,,,7.85,7.8,0.0015,,,,,0.6,,,,,,,0.82,,,,,,,,,0.11,,1.45,,,0.001,,1.2,90.0,,,81.3,7.1,,,-7.0,0.0,,,,,,0.001,,,,,,,0.18,,,0.713,,,0.156,,,,,,,0.05,,
YT09AB0006,2008-03-11 09:10,43.5,,,7.9,,,,0.096,,,0.38,,,27.4,,,0.002,,,0.001,,,1.7,,0.05,,,0.006,,15.5,10.1,0.6,10.1,0.7,,,,,0.1,,,0.077,,,0.007,2.5,100.9,,,0.32,,,,0.028,,,1.0,0.12,,,,,0.014,,,,,,49.5,,,,,,,,,10.1,,,0.005,,,0.008,,,0.5,,,,2.6,,,1.3,,,1.56,,,,,0.15,,,,,0.005,,0.06,,,11.7,,,7.91,7.9,0.0029,,,,,0.6,,,,,,,0.79,,,,,,,,,0.12,,1.49,,,0.001,,1.2,97.0,,,79.8,7.3,,,-4.0,1.0,,,,,,0.001,,,,,,,0.22,,,0.711,,,0.143,,,,,,,0.1,,
YT09AB0006,2008-04-15 09:05,44.9,,,78.3,,,,0.101,,,0.44,,,29.8,,,0.003,,,0.001,,,1.7,,0.05,,,0.009,,17.0,10.4,0.5,10.4,0.5,,,,,0.1,,,0.256,,,0.054,2.5,100.0,,,0.43,,,,0.024,,,,0.1,,,,,0.035,,,,,,54.2,,,,,,,,,120.0,,,0.053,,,0.096,,,0.6,,,,2.9,,,5.74,,,1.64,,,,,0.35,,,,,0.005,,0.05,,,12.4,,,7.9,7.8,0.0059,,,,,0.7,,,,,,,0.9,,,,,,,,,0.11,,1.57,,,0.001,,1.2,101.0,,,82.0,7.0,,,0.0,1.0,,,,,,0.004,,,,,,,2.09,,,0.738,,,0.363,,,,,,,0.4,,
YT09AB0006,2008-05-20 10:45,52.8,,,523.0,,,,0.101,,,0.7,,,40.2,,,0.016,,,0.005,,,1.7,,0.05,,,0.013,,18.0,12.1,2.8,11.8,2.7,,,,,0.2,,,1.31,,,0.297,15.0,103.0,,,1.51,,,,0.009,,,,0.1,,,,,0.153,,,,,,59.7,,,,,,,,,611.0,,,0.281,,,0.285,,,0.8,,,,3.6,,,25.6,,,1.33,,,,,1.81,,,,,0.005,,0.11,,,11.6,,,8.03,7.8,0.0232,,,,,0.7,,,,,,,1.24,,,,,,,,,0.11,,2.07,,,0.005,,1.3,112.0,,,84.2,5.9,,,13.0,7.0,,,,,,0.005,,,,,,,14.2,,,0.724,,,1.43,,,,,,,1.66,,
YT09AB0006,2008-06-17 10:25,45.8,,,226.0,,,,0.093,,,0.5,,,31.9,,,0.007,,,0.001,,,1.7,,0.05,,,0.008,,17.0,10.8,0.6,10.6,1.0,,,,,0.1,,,0.529,,,0.126,2.5,106.0,,,0.73,,,,0.002,,,3.0,0.1,,,,,0.073,,,,,,55.4,,,,,,,,,244.0,,,0.119,,,0.109,,,0.7,,,,3.2,,,9.01,,,1.41,,,,,0.77,,,,,0.005,0.08,0.05,,,10.4,,,7.97,7.9,0.0106,,,,,0.7,,,,,,,0.96,,,,,,,,,0.14,,1.67,,,,,1.3,103.0,,,78.0,6.8,,,11.5,11.8,,,,,,0.002,,,,,,,5.29,,,0.734,,,0.655,,,,,,,0.72,,
YT09AB0006,2008-07-14 10:55,45.1,,,79.2,,,,0.098,,,0.5,,,29.2,,,0.003,,,0.001,,,1.5,,0.05,,,0.008,,15.9,10.7,0.9,10.7,0.9,,,,,0.1,,,0.244,,,0.056,5.0,104.0,,,0.51,,,,0.003,,,1.0,0.1,,,,,0.035,,,,,,51.7,,,,,,,,,113.0,,,0.051,,,0.079,,,0.6,,,,2.9,,,4.92,,,1.47,,,,,0.48,,,,,0.005,0.03,0.02,,,9.93,,,8.02,,0.0066,,,,,0.6,,,,,,,0.85,,,,,,,,,0.1,,1.61,,,0.001,,1.2,103.0,,,82.1,6.5,,,15.0,13.5,,,,,,0.001,,,,,,,1.94,,,0.763,,,0.376,,,,,,,0.33,,
YT09AB0006,2008-08-05 14:50,45.5,,,70.3,,,,0.103,,,0.48,,,28.9,,,0.003,,,0.001,,,1.6,,0.05,,,0.008,,15.2,10.0,0.6,10.1,0.8,,,,,0.1,,,0.27,,,0.044,2.5,,,,0.56,,,,0.002,,,,0.05,,,,,0.031,,,,,,49.2,,,,,,,,,80.1,,,0.032,,,0.164,,,0.6,,,,2.8,,,3.82,,,1.58,,,,,0.46,,,,,0.005,0.07,0.07,,,10.2,,,7.98,8.0,0.0053,,,,,0.6,,,,,,,0.86,,,,,,,,,0.12,,1.46,,,0.001,,1.2,102.0,,,81.4,6.6,,,22.0,14.6,,,,,,0.003,,,,,,,1.44,,,0.728,,,0.306,,,,,,,0.4,,
YT09AB0006,2008-09-17 09:45,45.3,,,35.0,,,,0.096,,,0.39,,,27.9,,,0.001,,,0.001,,,1.6,,0.05,,,0.006,,15.5,10.4,0.5,10.4,0.8,,0.035,,0.005,0.1,,,0.138,,,0.023,2.5,103.0,,,0.39,,,,0.002,,,1.0,0.12,,,,,0.022,,,,,,50.2,,,,,,,,,43.0,,,0.02,,,0.028,,,0.6,,,,2.8,,,2.54,,,1.51,,,,,0.27,,,0.002,,0.005,0.05,0.04,,,10.3,,,7.94,7.4,0.004,,,0.001,,0.6,,,,,,,0.82,,,,,,,,,0.05,,1.41,,,0.001,,1.1,101.0,,,79.5,6.9,,,10.0,11.0,,,,,,0.001,,0.005,,,,0.019,0.82,,,0.686,,,0.221,,,,0.018,,,0.18,,
YT09AB0006,2008-10-14 10:25,44.9,,,,,,,0.101,,,0.45,,,29.2,,,,,,0.001,,,1.6,,0.05,,,0.006,,15.2,10.5,0.5,10.6,0.6,,0.064,,0.008,0.1,,,0.257,,,0.041,2.5,102.3,,,,,,,0.002,,,,0.1,,,,,0.033,,,,,,49.2,,,,,,,,,92.5,,,0.034,,,0.044,,,0.6,,,,2.7,,,2.94,,,1.54,,,,,0.36,,,0.006,,0.005,0.08,0.04,,,11.2,,,7.96,8.3,0.0042,,,0.001,,0.6,,,,,,,0.89,,,,,,,,,0.12,,1.42,,,0.001,,1.1,101.0,,,79.5,7.0,,,2.0,6.0,,,,,,0.002,,0.005,,,,0.021,0.84,,,0.676,,,0.316,,,,0.03,,,0.34,,
YT09AB0006,2008-11-18 10:00,45.3,,,18.9,,,,0.101,,,0.39,,,28.2,,,0.001,,,0.001,,,1.4,,0.05,,,0.006,,16.2,10.6,0.5,10.7,0.6,,0.018,,0.005,0.2,,,0.107,,,0.014,2.5,103.0,,,0.33,,,,0.007,,,1.0,0.11,,,,,0.015,,,,,,51.9,,,,,,,,,22.6,,,0.011,,,0.034,,,0.5,,,,2.8,,,1.84,,,1.4,,,,,0.22,,,0.001,,0.01,0.07,0.06,,,12.7,,,7.89,,0.0029,,,0.001,,0.6,,,,,,,0.82,,,,,,,,,0.11,,1.43,,,0.001,,1.1,101.0,,,79.4,6.9,,,-19.0,0.3,,,,,,0.001,,0.005,,,,0.02,0.42,,,0.684,,,0.167,,,,0.013,,,,,
YT09AB0006,2008-12-16 10:55,45.4,,,10.8,,,,0.106,,,0.37,,,29.1,,,0.001,,,0.001,,,1.5,,0.05,,,0.007,,16.8,9.9,1.1,9.9,1.1,,0.01,,0.005,0.2,,,0.08,,,0.007,2.5,105.0,,,0.33,,,,0.004,,,1.0,0.12,,,,,0.015,,,,,,53.9,,,,,,,,,17.0,,,0.007,,,0.012,,,0.5,,,,2.9,,,1.38,,,1.42,,,,,0.17,,,0.001,,0.008,0.01,0.01,,,12.4,,,7.89,,0.0019,,,0.001,,0.6,,,,,,,0.84,,,,,,,,,0.11,,1.5,,,0.001,,1.2,101.0,,,78.9,7.5,,,-12.0,-0.5,,,,,,0.001,,0.005,,,,0.02,0.23,,,0.707,,,0.137,,,,0.009,,,0.11,,
YT09AB0006,2009-01-20 10:30,44.2,,,13.6,,,,0.103,,,0.41,,,30.4,,,0.001,,,0.001,,,1.7,,0.05,,,,,15.7,9.8,1.2,9.6,1.8,,0.008,,0.005,0.2,,,0.073,,,0.008,7.5,102.0,,,0.43,,,,0.021,,,1.0,0.08,,,,,0.015,,,,,,50.8,,,,,,,,,13.7,,,0.007,,,0.015,,,0.6,,,,2.8,,,1.22,,,1.54,,,,,0.15,,,0.001,,0.015,0.03,0.01,,,12.3,,,7.79,7.6,0.0016,,,0.001,,0.6,,,,,,,0.88,,,,,,,,,0.12,,1.46,,,0.001,,1.2,97.0,,,84.0,6.9,,,4.0,0.0,,,,,,0.001,,0.005,,,,0.024,0.23,,,0.706,,,0.156,,,,0.009,,,0.46,,
YT09AB0006,2009-02-18 10:30,44.7,,,11.4,,,,0.101,,,0.43,,,29.1,,,0.001,,,0.001,,,1.5,,0.05,,,0.006,,15.6,9.5,1.0,9.5,1.0,,0.011,,0.005,0.2,,,0.079,,,0.009,2.5,108.4,,,,,,,0.022,,,1.0,0.08,,,,,0.016,,,,,,50.6,,,,,,,,,15.9,,,0.009,,,0.008,,,0.6,,,,2.8,,,1.38,,,1.58,,,,,0.17,,,0.001,,0.005,0.06,0.06,,,12.0,,,7.82,7.6,,,,0.001,,0.6,,,,,,,0.81,,,,,,,,,0.11,,1.61,,,0.001,,1.2,98.0,,,81.5,6.4,,,6.0,0.0,,,,,,0.001,,0.005,,,,0.022,0.32,,,0.753,,,0.188,,,,0.011,,,0.09,,
YT09AB0006,2009-03-18 10:00,43.7,,,10.7,,,,0.107,,,0.47,,,27.7,,,0.001,,,0.001,,,1.5,,0.05,,,0.01,,17.0,9.5,0.5,9.6,0.5,,0.011,,0.005,0.3,,,0.088,,,0.015,2.5,,,,0.33,,,,0.025,,,1.0,0.09,,,,,0.016,,,,,,54.6,,,,,,,,,15.3,,,0.009,,,0.014,,,0.6,,,,2.9,,,1.62,,,1.65,,,,,0.18,,,0.001,,0.005,0.06,0.06,,,12.7,,,7.81,7.4,0.0024,,,0.001,,0.7,,,,,,,0.84,,,,,,,,,0.13,,1.65,,,0.001,,1.2,99.0,,,86.1,6.9,,,-7.0,0.0,,,,,,0.003,,0.005,,,,0.024,0.26,,,0.766,,,0.163,,,,0.012,,,0.13,,
YT09AB0006,2009-06-01 09:50,50.6,,,299.0,,,,0.102,,,0.58,,,33.9,,,0.009,,,0.003,,,1.6,,0.05,,,0.011,,17.3,11.0,2.5,11.7,2.5,,0.312,,0.028,0.2,,,0.727,,,0.165,5.0,113.7,,,1.01,,,,0.007,,,1.0,0.12,,,,,0.095,,,,,,56.9,,,,,,,,,335.0,,,0.164,,,0.168,,,0.6,,,,3.3,,,11.9,,,1.26,,,,,1.1,,,0.027,,0.005,0.15,0.12,,,11.34,,,7.97,7.71,0.0152,,,0.001,,0.7,,,,,,,1.0,,,,,,,,,0.12,,1.96,,,0.001,,1.2,107.0,,,82.4,6.6,,,14.0,9.0,,,,,,0.003,,0.005,,,,0.022,7.98,,,0.731,,,0.834,,,,0.137,,,1.02,,
YT09AB0006,2009-07-15 10:45,41.5,,,60.4,,,,0.095,,,0.5,,,26.8,,,0.003,,,0.001,,,1.9,,0.05,,,0.007,,14.9,9.8,1.1,10.1,1.1,,0.066,,0.008,0.2,,,0.194,,,0.038,2.5,,,,0.46,,,,0.002,,,1.0,0.12,,,,,0.028,,,,,,48.5,,,,,,,,,73.4,,,0.036,,,0.063,,,0.6,,,,2.8,,,3.68,,,1.52,,,,,0.33,,,0.003,,0.005,0.1,0.08,,,9.2,,,8.01,,0.0068,,,0.001,,0.6,,,,,,,0.83,,,,,,,,,0.11,,1.42,,,0.001,,1.1,95.0,,,79.1,6.1,,,16.0,16.0,,,,,,0.002,,0.005,,,,0.019,1.52,,,0.705,,,0.291,,,,0.034,,,0.33,,
YT09AB0006,2009-07-31 09:55,40.8,,,25.0,,,,0.099,,,0.48,,,26.5,,,0.001,,,0.001,,,1.3,,0.05,,,0.007,,14.5,9.9,1.0,9.7,1.2,,0.028,,0.005,0.2,,,0.113,,,0.02,2.5,,,,0.4,,,,0.002,,,,0.13,,,,,0.017,,,,,,47.1,,,,,,,,,36.1,,,0.016,,,0.032,,,0.5,,,,2.6,,,2.97,,,1.48,,,,,0.22,,,0.001,,0.005,0.05,0.04,,,9.3,,,8.01,,0.0038,,,0.001,,0.6,,,,,,,0.79,,,,,,,,,0.11,,1.37,,,0.001,,1.1,92.0,,,78.4,6.3,,,19.0,18.0,,,,,,0.002,,0.006,,,,0.019,1.04,,,0.678,,,0.206,,,,0.018,,,0.25,,
YT09AB0006,2009-08-19 10:30,40.1,,,33.8,,,,0.098,,,0.43,,,26.4,,,0.001,,,0.001,,,1.1,,0.05,,,0.007,,14.5,9.4,1.0,9.5,1.2,,0.033,,0.005,0.2,,,0.12,,,0.022,2.5,90.3,,,0.36,,,,0.002,,,,0.08,,,,,0.021,,,,,,45.8,,,,,,,,,44.1,,,0.018,,,0.022,,,0.5,,,,2.3,,,2.77,,,1.44,,,,,0.25,,,0.002,,0.005,0.06,0.06,,,9.34,,,7.8,7.8,0.0046,,,0.001,,0.6,,,,,,,0.83,,,,,,,,,0.11,,1.21,,,0.001,,1.1,89.0,,,74.6,6.1,,,13.0,14.5,,,,,,0.003,,0.005,,,,0.019,1.53,,,0.662,,,0.22,,,,0.019,,,0.15,,
YT09AB0006,2009-09-17 09:57,39.4,,,31.8,,,,0.098,,,0.39,,,26.6,,,0.001,,,0.001,,,1.7,,0.05,,,0.006,,13.6,9.2,0.5,9.3,0.9,,0.031,,0.005,0.2,,,0.116,,,0.018,2.5,95.0,,,0.33,,,,0.004,,,1.0,0.13,,,,,0.021,,,,,,43.6,,,,,,,,,35.8,,,0.017,,,0.029,,,0.5,,,,2.3,,,2.23,,,1.39,,,,,0.2,,,0.002,,0.005,0.05,0.02,,,9.5,,,7.85,7.7,0.0031,,,0.001,,0.6,,,,,,,0.85,,,,,,,,,0.11,,1.29,,,0.001,,1.0,88.0,,,72.3,6.3,,,8.0,12.0,,,,,,0.002,,0.005,,,,0.02,0.72,,,0.627,,,0.191,,,,0.017,,,0.11,,
YT09AB0006,2009-10-14 09:58,39.9,,,22.8,,,,0.096,,,0.39,,,26.0,,,0.001,,,0.001,,,1.6,,0.05,,,0.006,,14.5,9.5,0.5,9.6,0.6,,0.024,,0.005,0.2,,,0.097,,,0.013,2.5,96.0,,,0.31,,,,0.002,,,1.0,0.11,,,,,0.017,,,,,,46.3,,,,,,,,,26.5,,,0.014,,,0.02,,,0.5,,,,2.4,,,1.46,,,1.39,,,,,0.17,,,0.002,,0.005,0.05,0.03,,,10.8,,,7.9,7.5,0.0034,,,0.001,,0.7,,,,,,,0.8,,,,,,,,,0.1,,1.3,,,0.001,,1.0,89.0,,,72.2,6.7,,,-14.0,5.0,,,,,,0.001,,0.005,,,,0.018,0.64,,,0.656,,,0.165,,,,0.014,,,0.2,,
